CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
05D2dy,4,0.51169,0.01008,0.51175,0.01,0.51,0.01,23.1355,0.225672,42.3885,0.227281,-9.0,0,0,-0.132852,0.028757,1.58953,0.28578,22.6287,0.0262443,1.59419e-05,3.85347e-07,-3.37444e-05,-5.10313e-10,-7.08728e-09,150.242,2.1831,-999,-999,-9.0,12.1525,250,0.0137669,7.738,0.8285,53440.7,0.6846,22,50.0276,0.000581446,0.0907,0.0515,0.0861,0.007,1.0,0.008,,,,,,,,,,,,,,,,,
04D4in,4,0.51437,0.00136,0.51435,0.0005,0.516,0.0005,22.9729,0.194295,42.2259,0.196162,-9.0,0,0,-0.076453,0.028275,1.52402,0.14696,22.616,0.0274454,1.61285e-05,4.077e-07,0.00046789,-2.3538e-08,-7.48239e-09,333.786,-17.261,-999,-999,-9.0,-4.0197,250,0.0214466,9.101,0.1015,53278.5,0.1454,37,28.8947,0.82699,0.0812,0.0069,0.052,0.004,1.0,0.011,,,,,,,,,,,,,,,,,
1334470,10,0.51883,0.00516,0.51876,0.005,0.52,0.005,22.9419,0.248961,42.1949,0.250421,-9.0,0,0,-0.001176,0.03839,0.99517,0.57667,22.8363,0.0527323,1.31665e-05,6.39474e-07,0.00166962,-2.29282e-07,-1.23764e-08,35.0537,-4.9472,-999,-999,-9.0,-13.1533,250,0.0185798,7.0,2.0,57334.1,0.679,56,63.6117,0.22621,0.1506,0.026,-0.0075,0.004,1.0,0.006,,,,,,,,,,,,,,,,,
310260,15,0.51885,0.01008,0.51879,0.01,0.52,0.01,22.9294,0.207812,42.1824,0.209558,-9.0,0,0,-0.060652,0.050889,-0.019798,0.54321,22.7142,0.0453579,1.47333e-05,6.155e-07,0.00565312,-1.80268e-07,-9.7423e-09,36.1689,-5.1043,-999,-999,23.1388,-12.9231,250,0.0231623,8.7967,0.1,55828.6,0.756,61,69.7368,0.2073,0.1685,0.0509,-0.0829,0.005,0.642,0.0,,,,,,,,,,,,,,,,,
04D2gc,4,0.52271,0.00162,0.52277,0.001,0.521,0.001,23.0966,0.272593,42.3496,0.273927,-9.0,0,0,0.009597,0.035118,1.1143,0.20565,23.0586,0.0273755,1.07292e-05,2.70523e-07,-0.00015857,-1.90234e-08,-4.10552e-09,150.414,1.8831,-999,-999,-9.0,12.1413,250,0.0159326,9.326,0.2025,53118.1,0.2548,14,15.5766,0.33991,0.1115,0.0081,0.0443,0.004,1.0,0.023,,,,,,,,,,,,,,,,,
1322979,10,0.52937,0.00516,0.52939,0.005,0.53,0.005,23.0383,0.138414,42.2913,0.141023,-9.0,0,0,-0.09353,0.024248,0.062978,0.22362,22.8123,0.0263923,1.34615e-05,3.27226e-07,0.000625193,-2.12961e-08,-5.93643e-09,52.0693,-28.0637,-999,-999,0.33,3.07,250,0.00874836,7.861,0.355,57039.0,0.2362,29,29.9005,0.41898,0.0723,0.0256,0.0201,0.003,1.0,0.003,,,,,,,,,,,,,,,,,
160066,15,0.53111,0.00162,0.53105,0.001,0.53,0.001,23.2579,0.288005,42.5109,0.289268,-9.0,0,0,-0.056896,0.056637,2.34125,1.41714,22.9837,0.0674021,1.14951e-05,7.13611e-07,0.026309,-7.77969e-07,-1.91363e-08,186.588,46.5959,-999,-999,23.7549,-10.5749,250,0.0103267,8.864,7.167,55716.2,1.655,21,12.7608,0.93962,0.2574,0.008,0.1948,0.015,0.607,0.0,,,,,,,,,,,,,,,,,
1317454,10,0.56879,0.00517,0.56883,0.005,0.57,0.005,22.9877,0.260944,42.2407,0.262337,-9.0,0,0,0.046238,0.043719,-0.270974,0.56796,23.099,0.0465839,1.03368e-05,4.43504e-07,0.00259567,-1.2506e-07,-9.80206e-09,8.0244,-42.6662,-999,-999,-9.0,7.7916,250,0.00727989,7.0,2.0,57015.5,0.6466,25,26.7296,0.36953,0.1536,0.0241,-0.124,0.01,1.0,0.007,,,,,,,,,,,,,,,,,
1332059,10,0.57891,0.00517,0.57884,0.005,0.58,0.005,23.2787,0.230108,42.5317,0.231686,-9.0,0,0,-0.171461,0.041299,0.20553,0.48811,22.9102,0.0563532,1.23004e-05,6.38432e-07,0.00194957,-2.15807e-07,-7.43939e-09,40.8651,-1.2774,-999,-999,-9.0,-13.2065,250,0.0286311,7.0,2.0,57324.6,0.5302,59,51.7189,0.73825,0.1596,0.0237,0.1396,0.008,0.938,0.0,,,,,,,,,,,,,,,,,
05D3gp,4,0.58067,0.01009,0.5806,0.01,0.58,0.01,23.32,0.261104,42.573,0.262496,-9.0,0,0,-0.082226,0.043764,-0.501929,0.38712,23.242,0.0468936,9.06169e-06,3.9138e-07,0.00421041,-1.09774e-07,-5.96481e-09,215.676,52.7247,-999,-999,-9.0,-13.9769,250,0.00765369,9.015,0.185,53454.9,0.3563,41,43.2816,0.37418,0.1429,0.0462,0.0498,0.003,1.0,0.01,,,,,,,,,,,,,,,,,
1338387,10,0.5839,0.00517,0.58382,0.005,0.585,0.005,23.1669,0.197532,42.4199,0.199369,-9.0,0,0,-0.072811,0.043382,1.46332,0.50873,22.8694,0.0465013,1.2771e-05,5.46975e-07,0.00497143,-1.52202e-07,-1.20949e-08,40.4513,-0.3686,-999,-999,-9.0,-13.6248,250,0.0248123,7.0,2.0,57364.1,0.7038,33,37.3903,0.27444,0.1405,0.0236,0.0912,0.006,0.933,0.0,,,,,,,,,,,,,,,,,
03D4dy,4,0.60827,0.01009,0.60826,0.01,0.61,0.01,23.3374,0.226786,42.5904,0.228388,-9.0,0,0,-0.10218,0.035213,1.17176,0.18431,22.978,0.0277249,1.15558e-05,2.95083e-07,0.000564202,-2.0109e-08,-3.60719e-09,333.711,-17.9565,-999,-999,-9.0,-3.1413,250,0.0222206,7.0,52.8705,52904.2,0.2672,30,30.0747,0.46183,0.1115,0.0444,0.077,0.003,1.0,0.009,,,,,,,,,,,,,,,,,
1302141,10,0.60876,0.00518,0.6088,0.005,0.61,0.005,23.1752,0.349285,42.4282,0.350327,-9.0,0,0,0.033005,0.063903,0.27286,0.73249,23.1882,0.0707117,9.52152e-06,6.20116e-07,-0.0065608,-2.74575e-07,-1.05684e-08,7.8305,-42.5014,-999,-999,0.37,7.3014,250,0.00540567,9.429,1.76,57279.4,1.1777,75,63.2847,0.83053,0.2542,0.0228,-0.1012,0.008,0.878,0.0,,,,,,,,,,,,,,,,,
1335868,10,0.61941,0.00518,0.61942,0.005,0.62,0.005,23.4418,0.273973,42.6948,0.2753,-9.0,0,0,-0.043508,0.063091,1.51396,0.61272,23.2034,0.0692005,9.38941e-06,5.98444e-07,0.00551452,-2.67865e-07,-1.71493e-08,55.0891,-26.5127,-999,-999,-9.0,2.4006,250,0.0101069,7.0,2.0,57348.0,0.7015,43,41.1465,0.55195,0.2098,0.0225,0.0671,0.008,0.807,0.0,,,,,,,,,,,,,,,,,
000202,15,0.61983,0.00168,0.61988,0.001,0.618,0.001,23.5027,0.15249,42.7557,0.154862,-9.0,0,0,-0.168582,0.041496,0.61215,0.52292,23.0598,0.0360488,1.0717e-05,3.55826e-07,0.00206561,-9.32396e-08,-2.9918e-09,150.539,1.8992,-999,-999,23.4505,10.6183,250,0.0165387,9.943,7.309,55215.3,0.641,53,45.7999,0.748,0.1546,0.0073,0.1163,0.017,0.399,0.0,,,,,,,,,,,,,,,,,
03D4dh,4,0.62525,0.00141,0.62523,0.0004,0.627,0.0004,23.4047,0.213447,42.6577,0.215148,-9.0,0,0,-0.076925,0.034612,1.13855,0.17837,23.1117,0.0266788,1.02173e-05,2.5106e-07,8.34977e-05,-1.28114e-08,-2.55066e-09,334.379,-17.6297,-999,-999,-9.0,-3.3411,250,0.0247232,9.414,0.1625,52906.2,0.2692,30,43.547,0.0523919,0.1127,0.0061,0.0604,0.003,1.0,0.008,,,,,,,,,,,,,,,,,
1337325,10,0.63873,0.00518,0.63866,0.005,0.64,0.005,23.5274,0.26025,42.7804,0.261646,-9.0,0,0,-0.226047,0.068185,0.080251,0.59352,23.155,0.0628838,9.81772e-06,5.68623e-07,0.00842676,-2.03615e-07,-1.82068e-08,35.135,-4.6525,-999,-999,-9.0,-11.2937,250,0.0195396,7.0,2.0,57357.6,0.7239,32,30.5986,0.53746,0.2093,0.0219,0.286,0.019,0.689,0.0,,,,,,,,,,,,,,,,,
1334879,10,0.63934,0.00518,0.63936,0.005,0.64,0.005,23.537,0.16971,42.79,0.171844,-9.0,0,0,0.095583,0.040897,-0.028619,0.26341,23.67,0.0389265,6.10922e-06,2.19032e-07,0.00168626,-2.94201e-08,-6.40899e-09,52.4089,-28.2164,-999,-999,-9.0,2.7727,250,0.00625712,9.666,0.025,57336.5,0.3622,41,37.7769,0.61467,0.115,0.0219,-0.2192,0.017,0.883,0.0,,,,,,,,,,,,,,,,,
05D3ax,4,0.64371,0.0017,0.64363,0.001,0.643,0.001,23.5504,0.315374,42.8034,0.316528,-9.0,0,0,-0.070931,0.063807,0.60257,0.42003,23.3347,0.0458039,8.32006e-06,3.50998e-07,0.0039931,-1.13137e-07,-7.02577e-09,214.823,52.6875,-999,-999,-9.0,-12.8139,250,0.00760838,8.442,0.39,53399.9,0.2961,24,38.5226,0.0306283,0.2029,0.0071,0.0401,0.002,1.0,0.006,,,,,,,,,,,,,,,,,
05D3lb,4,0.6477,0.0017,0.64763,0.001,0.647,0.001,23.566,0.287168,42.819,0.288435,-9.0,0,0,0.024403,0.048672,0.30349,0.18291,23.6204,0.0282332,6.3951e-06,1.66297e-07,9.25324e-05,-8.89407e-09,-3.92045e-09,214.382,53.1679,-999,-999,-9.0,-12.9571,250,0.00924963,8.931,0.23,53528.7,0.262,35,24.9662,0.89545,0.1473,0.0071,-0.0287,0.003,1.0,0.015,,,,,,,,,,,,,,,,,
06D4ba,4,0.69818,0.0101,0.69816,0.01,0.7,0.01,23.7141,0.341743,42.9671,0.342807,-9.0,0,0,-0.093002,0.070675,0.6784,0.41089,23.4527,0.0495926,7.46317e-06,3.40892e-07,0.00215753,-9.55833e-08,-8.30619e-10,333.899,-18.2291,-999,-999,-9.0,-2.72,250,0.022569,8.544,0.424,53904.8,0.5013,35,42.2065,0.18755,0.2382,0.0395,0.0739,0.002,0.947,0.0,,,,,,,,,,,,,,,,,
04D4hu,4,0.70117,0.00174,0.70115,0.001,0.703,0.001,23.8438,0.260185,43.0968,0.261582,-9.0,0,0,-0.107437,0.057733,0.03972,0.23414,23.6426,0.0327382,6.26572e-06,1.8893e-07,0.000501547,-1.82585e-08,-1.49751e-09,333.901,-17.8389,-999,-999,-9.0,-2.8928,250,0.0226109,9.475,0.222,53256.9,0.3772,36,54.0787,0.0269451,0.1857,0.0068,0.0844,0.002,0.924,0.0,,,,,,,,,,,,,,,,,
06D3gh,4,0.72074,0.00175,0.72067,0.001,0.72,0.001,23.7929,0.303977,43.0459,0.305174,-9.0,0,0,-0.074608,0.065646,0.24347,0.3413,23.6292,0.0417313,6.34342e-06,2.43816e-07,0.00288897,-4.36223e-08,9.66705e-10,214.631,52.4429,-999,-999,-9.0,-11.6381,250,0.00767199,9.3,0.2445,53922.8,0.3773,13,15.4984,0.27728,0.2183,0.0067,0.0505,0.002,0.929,0.0,,,,,,,,,,,,,,,,,
1304127,10,0.72866,0.0052,0.72861,0.005,0.73,0.005,23.752,0.282209,43.005,0.283498,-9.0,0,0,-0.24375,0.072541,0.43716,0.75795,23.3515,0.065291,8.19217e-06,4.92638e-07,0.00546208,-2.37242e-07,-3.3324e-09,35.1805,-6.9511,-999,-999,0.58,-9.1909,250,0.0226748,9.315,0.7895,57282.4,0.998,58,62.8337,0.30909,0.265,0.0196,0.3653,0.03,0.517,0.0,,,,,,,,,,,,,,,,,
1329166,10,0.73161,0.00153,0.73163,0.0005,0.7323,0.0005,23.9269,0.194559,43.1799,0.196424,-9.0,0,0,-0.051109,0.053611,0.12272,0.35613,23.751,0.0416583,5.67017e-06,2.17557e-07,0.00190536,-4.42477e-08,-3.929e-09,52.3035,-28.9116,-999,-999,-9.0,2.7973,250,0.00674471,9.996,0.9185,57308.2,0.5108,48,47.102,0.50958,0.1724,0.0058,-0.0521,0.009,0.598,0.0,,,,,,,,,,,,,,,,,
1285160,10,0.7493,0.00521,0.74932,0.005,0.75,0.005,23.9242,0.160977,43.1772,0.163225,-9.0,0,0,-0.170737,0.048164,-0.31553,0.2756,23.6139,0.0358725,6.43345e-06,2.1256e-07,0.00217424,-2.8943e-08,-4.79069e-09,52.3989,-28.6476,-999,-999,0.28,2.6428,250,0.00858419,7.978,0.345,57272.7,0.4259,49,36.2502,0.91172,0.1459,0.0192,0.1187,0.015,0.514,0.0,,,,,,,,,,,,,,,,,
05D3mn,4,0.76076,0.00178,0.76069,0.001,0.76,0.001,23.8137,0.199341,43.0667,0.201161,-9.0,0,0,-0.040765,0.050729,-0.223091,0.2914,23.741,0.0280056,5.72247e-06,1.47606e-07,0.00165853,-1.16731e-08,-5.22911e-10,214.689,52.3231,-999,-999,-9.0,-11.1181,250,0.00760206,10.432,0.1145,53559.3,0.3314,18,21.0973,0.27453,0.1659,0.0065,-0.0319,0.003,0.669,0.0,,,,,,,,,,,,,,,,,
04D4id,4,0.76709,0.00178,0.76707,0.001,0.769,0.001,24.3057,0.255729,43.5587,0.25715,-9.0,0,0,-0.170684,0.060712,0.66935,0.4435,23.9164,0.045008,4.86901e-06,2.0184e-07,0.00134158,-3.57408e-08,3.02496e-09,334.089,-17.229,-999,-999,-9.0,-2.9948,250,0.0254188,10.324,0.196,53261.7,0.7092,34,30.5701,0.63651,0.2205,0.0064,0.1848,0.008,0.611,0.0,,,,,,,,,,,,,,,,,
04D1ks,4,0.79662,0.01011,0.79656,0.01,0.798,0.01,23.6496,0.371115,42.9026,0.372096,-9.0,0,0,0.1049,0.060182,0.68862,0.26157,23.8463,0.0365345,5.19375e-06,1.74767e-07,0.00116796,-1.7297e-08,1.59219e-09,36.0396,-4.9787,-999,-999,-9.0,-9.3244,250,0.0245665,7.966,0.719,53291.4,0.3859,44,41.0378,0.59932,0.2036,0.0354,-0.0785,0.012,1.0,0.009,,,,,,,,,,,,,,,,,
Spock,100,0.83981,0.00161,0.83973,0.0005,0.839,0.0005,23.9482,0.389488,43.2012,0.390423,-9.0,0,0,-0.030019,0.072202,0.25173,0.38187,23.8921,0.0950377,4.97943e-06,4.35864e-07,0.000566147,-5.75643e-08,-8.78029e-10,189.277,62.2533,-999,-999,-9.0,-13.4829,250,0.0104992,8.78,0.05,53401.3,0.5596,13,14.3493,0.34971,0.2573,0.0054,0.0214,0.004,1.0,0.008,,,,,,,,,,,,,,,,,
SCP06U4,101,1.04817,0.00178,1.04819,0.0005,1.05,0.0005,25.1699,0.488011,44.4229,0.488758,-9.0,0,0,-0.194965,0.10051,-0.530542,1.41172,24.8039,0.0806547,2.15e-06,1.59715e-07,0.00525534,-3.53977e-08,2.00329e-09,356.373,-36.546,-999,-999,-9.0,2.9791,250,0.0117163,10.0,-9.0,53939.2,0.1929,5,4.07764,0.53829,0.3956,0.005,0.1062,0.005,0.75,0.0,,,,,,,,,,,,,,,,,
washington,106,1.3291,0.02009,1.32911,0.02,1.33001,0.02,25.6215,0.23681,44.8745,0.238344,-9.0,0,0,-0.095731,0.043542,0.9656,0.77533,25.3298,0.0793103,1.32456e-06,9.6756e-08,0.00277679,8.61867e-09,-2.49637e-09,53.0869,-27.8282,-999,-999,-9.0,1.5904,250,0.00677937,10.0,99.0,55616.9,3.2842,9,20.7547,0.0228705,0.1599,0.0459,0.0944,0.003,0.949,0.0,,,,,,,,,,,,,,,,,
stone,106,1.80119,0.02014,1.80111,0.02,1.8,0.02,26.2335,0.280685,45.4865,0.281981,-9.0,0,0,-0.024483,0.086306,-0.544536,0.70361,26.1937,0.0803361,5.97745e-07,4.42286e-08,0.0188575,-1.81493e-08,-3.07968e-09,189.32,62.2782,-999,-999,-9.0,-8.1955,250,0.0105063,10.0,0.31,56481.9,1.1631,11,11.6932,0.38714,0.237,0.0358,-0.0968,0.004,0.641,0.0,,,,,,,,,,,,,,,,,
colfax,106,2.26137,0.02018,2.2613,0.02,2.26,0.02,26.9298,0.280011,46.1828,0.281309,-9.0,0,0,0.11885,0.13129,0.03023,1.18197,26.8097,0.0710096,3.38944e-07,2.21677e-08,0.0198827,7.2282e-10,7.74953e-11,189.157,62.3092,-999,-999,-9.0,-7.2661,250,0.0106225,10.0,-9.0,56078.3,5.6828,13,10.1932,0.67807,0.4455,0.0297,-0.5356,0.009,0.164,0.0,,,,,,,,,,,,,,,,,
