ZTF_Unnamed: 0,ztfname,ZTF_redshift,ZTF_redshift_err,ZTF_source,ZTF_t0,ZTF_x0,ZTF_x1,ZTF_c,ZTF_t0_err,ZTF_x0_err,ZTF_x1_err,ZTF_c_err,ZTF_cov_t0_x0,ZTF_cov_t0_x1,ZTF_cov_t0_c,ZTF_cov_x0_x1,ZTF_cov_x0_c,ZTF_cov_x1_c,ZTF_mwebv,ZTF_mwr_v,ZTF_mwebv_err,ZTF_fitprob,ZTF_ra,ZTF_dec,ZTF_sn_type,ZTF_sub_type,ZTF_lccoverage_flag,ZTF_fitquality_flag,ZTF_iau_name,ZTF_frac_fitted,ZTF_ra_host_global,ZTF_dec_host_global,ZTF_mass_global,ZTF_mass_err_global,ZTF_restframe_gz_global,ZTF_restframe_gz_err_global,ZTF_d_dlr_global,ZTF_mass_local,ZTF_mass_err_local,ZTF_restframe_gz_local,ZTF_restframe_gz_err_local,ZTF_DESI_METADATA_ang_sep_arcsec,DESI_METADATA_TARGETID,DESI_METADATA_LS_ID,DESI_METADATA_SPECTYPE,DESI_METADATA_RA,DESI_METADATA_DEC,DESI_METADATA_DESI_TARGET,DESI_METADATA_Z,DESI_METADATA_ZWARN,DESI_METADATA_SURVEY
1521,ZTF19abeytzv,0.06584227,1.003e-05,z_gal,58687.03589913126,0.001063455,0.1325434227638174,0.055343691,0.099729757,3.399179454015538e-05,0.099417277,0.028034572,-4.54e-07,-0.001224655,0.000232721,-6.15e-07,-8.28e-07,0.000185185,0.059157703,3.1,0,7.41222939321505e-10,342.770195,5.429509,snia-cosmo,norm,1.0,0.0,2019lfh,100.0,342.76993823385226,5.429482487292813,9.665,0.1046947945219818,0.57369653,0.025238858928,0.2246559356197813,9.16,0.021,0.67769653,0.023021728866,0.0,39627923220596726,9906623581194230,b'GALAXY',342.76993823385226,5.429482487292813,5764607523034234880,0.06584233487682929,0,b'main'
1523,ZTF19abfdsbu,0.09504798,1.38e-05,z_gal,58683.09326113456,0.000479607,0.5583389384198052,-0.016637033,0.2074187141515722,1.6757190221865253e-05,0.2827740575619195,0.033823078,-3.91e-07,0.017004189,0.00107123,-1.54e-06,-4.33e-07,0.000371414,0.024320622,3.1,0,0.7721155237034607,224.799379,48.349143,snia-cosmo,norm,1.0,1.0,2019lfe,100.0,224.80010975383743,48.34809308613666,9.429,0.1033247308247159,0.77869653,0.048466483264,1.0586384181214157,8.165,0.093,0.21569653,0.442295150324,7.618436173135181e-11,39633220798515704,9907737148000760,b'GALAXY',224.80010975383746,48.348093086136664,5764607523034234880,0.09504901802021769,0,b'main'
1525,ZTF19abfdupx,0.10181134,1.443e-05,z_gal,58685.04519026292,0.000350849,0.2484307373918905,0.08950725,0.086874186,1.0776045587649452e-05,0.1078202672910671,0.028627633,-1.96e-09,0.001664531,-0.000135746,-1.46e-07,-2.61e-07,-9.42e-05,0.039104331,3.1,0,0.000291661,264.928899,55.388875,snia-cosmo,norm,1.0,1.0,2019lbx,100.0,264.9289269696283,55.3886481864043,10.652,0.1274401820463232,1.23169653,0.025,0.1625163688164929,9.938,0.117,1.35469653,0.028017851452,0.0,39633329602955311,9907738848069679,b'GALAXY',264.9289269696283,55.3886481864043,5764607523034234880,0.10181879939275704,0,b'main'
1527,ZTF19abfibel,0.04531494,1.058e-05,z_gal,58685.30022307126,0.001396898,0.7532926030278191,0.070740087,0.1548203455713519,4.603218670162594e-05,0.1293860638342084,0.028995406,6.305819903292508e-07,-0.009847214,-0.00015868,-1.03e-06,-1.14e-06,-2e-05,0.024786314,3.1,0,0.4641672014000937,19.990683,2.244481,snia-cosmo,norm,1.0,1.0,2019kyx,100.0,19.99144242606336,2.2433618790455263,9.169,0.1016070863670443,0.35869653,0.022203603311,0.9771203553813562,8.11,0.094,0.49069653,0.043863424399,1.2779966883945785e-11,39627839418409520,9906622271791664,b'GALAXY',19.991442426063358,2.2433618790455263,5764607523034234880,0.045315058348061474,0,b'main'
1530,ZTF19abfqhis,0.08008346,1.182e-05,z_gal,58676.12487,0.000605058,-0.327037687,-0.060807898,0.5014613992716477,2.517964260957971e-05,0.2200010223477644,0.035711777,-3.53e-06,-0.080600248,0.001901959,-4.83e-07,-7.45e-07,0.0003238,0.045214323,3.1,0,0.4324043371964096,34.632658,2.905831,snia-cosmo,norm,1.0,1.0,2019kzc,100.0,34.63435560629701,2.9043135939980464,9.8,0.1035808862676893,0.75269653,0.023853720884,2.324951379735262,6.501,0.503,0.32169653,1.54892543397,0.0,39627857785262962,9906622558770034,b'GALAXY',34.63435560629701,2.9043135939980464,5764607523034234880,0.08008211990784662,0,b'main'
1532,ZTF19abfvhlx,0.05646408,1.364e-05,z_gal,58686.19621290161,0.001340763,-1.536722878,-0.077735916,0.164306889,4.882626697969895e-05,0.1778111421777295,0.033468679,-1.69e-06,-0.003790159,0.000106751,-2.61e-06,-1.32e-06,0.000782966,0.035954051,3.1,0,0.2728211312065607,334.934012,-12.303557,snia-cosmo,norm,1.0,1.0,2019ldf,100.0,334.93423959159924,-12.303331376056278,10.733,0.122065556157337,1.31069653,0.017691806013,0.2228413971312122,10.203,0.057,1.34469653,0.019104973175,0.0,2842235322236928,9906616911206379,b'GALAXY',334.93423959159924,-12.303331376056278,4611686018427387904,0.056454762108476546,0,b'main'
1536,ZTF19abfwfei,0.06547942,1.972e-05,z_gal,58688.65482319617,0.000850213,0.1058430431113664,-0.044381962,0.3513415477100352,2.6534378758740667e-05,0.456238047,0.03521016,-2.9e-07,0.143932104,0.00327262,-1.22e-06,-6.59e-07,0.002671288,0.016019311,3.1,0,0.1695425379906682,187.648553,42.971306,snia-cosmo,norm,1.0,1.0,2019lel,100.0,187.64752945018225,42.96543239471074,10.988,0.1023914058893616,1.30369653,0.016970562748,2.330280533823849,7.851,0.548,1.39169653,0.543074580514,7.487284706969387e-11,39633131426285244,9907735751558844,b'GALAXY',187.64752945018222,42.96543239471074,5764607523034234880,0.06547777957598205,0,b'main'
1542,ZTF19abgcbey,0.06258517,1.385e-05,z_gal,58690.42232491261,0.000747021,-0.045630212,0.1725957704194891,0.063939333,2.270105454249495e-05,0.071766494,0.027156909,-9.85e-09,3.624328292688904e-05,1.66856287368965e-05,-1.36e-07,-5.31e-07,-2.71e-05,0.049081701,3.1,0,9.570063870421068e-05,272.610122,43.754849,snia-cosmo,norm,1.0,1.0,2019lks,100.0,272.6100530937631,43.75483679484786,9.738,0.1049952379872535,1.08669653,0.020518284529,0.0457970145717916,9.541,0.076,1.14369653,0.024839484697,0.0,39633145670143758,9907735974121230,b'GALAXY',272.6100530937631,43.75483679484786,5764607523034234880,0.06258570924708864,0,b'main'
1543,ZTF19abgfrbl,0.08550338,2.879e-05,z_gal,58688.70863706619,0.000658783,0.003309997,-0.071385583,0.1955620785302017,2.000399580534171e-05,0.1071326396570596,0.027656796,-7.09e-07,-0.009592185,0.000141623,8.727417688971055e-08,-4.62e-07,-0.000279041,0.034935198,3.1,0,0.4158889584478835,358.05683,17.679099,snia-cosmo,norm,1.0,1.0,2019lnw,100.0,358.0578103926474,17.679001441724527,10.203,0.1104943437466371,1.15969653,0.022803508502,0.838851403521922,8.59,0.054,0.98269653,0.072615425359,0.0,2842951981989891,9906628109011918,b'GALAXY',358.0578103926474,17.679001441724527,4611686018427387904,0.08552855931344523,0,b'main'
1551,ZTF19abgppki,0.06095967,1.08e-05,z_gal,58692.86051030376,0.000642122,-0.357409586,0.1564278394209403,0.087983397,2.0515439584869403e-05,0.1148409655952693,0.029380426,7.476773165063949e-08,0.003053858,-0.000117009,-4.62e-07,-5.03e-07,0.000228547,0.026690908,3.1,0,0.032120786,243.570899,30.999444,snia-cosmo,norm,1.0,1.0,2019lpd,100.0,243.5713933460487,30.99942618893127,10.572,0.1030776406404415,1.16269653,0.017691806013,0.1773528649196477,9.892,0.028,1.25769653,0.018439088915,0.0,39628502500116138,9906632632436394,b'GALAXY',243.5713933460487,30.99942618893127,5764607523034234880,0.06168156207568399,0,b'main'
1552,ZTF19abgprpq,0.051036,1.896e-05,z_gal,58693.31607768661,0.001617356,-1.024163101,-0.037668974,0.057239063,4.923762802460448e-05,0.058109337,0.027596236,4.359834638834797e-07,-9.57e-05,-0.000290102,-1.28e-07,-1.16e-06,-9.15e-05,0.054765244,3.1,0,0.044451257,265.751616,25.099221,snia-cosmo,norm,1.0,1.0,2019lmh,100.0,265.75330360154686,25.09814641548704,10.282,0.1554380905698471,1.29369653,0.018439088915,0.8045477912252122,9.223,0.066,1.16769653,0.021931712199,2.289999370653732e-11,39628374729036424,9906630636016264,b'GALAXY',265.75330360154686,25.098146415487033,5764607523034234880,0.051030049462140646,0,b'main'
1556,ZTF19abgrxlp,0.13636103,1.129e-05,z_gal,58689.01046,0.000261123,1.3246937374702932,-0.003804909,0.5375218195877096,1.1120236067399503e-05,0.5189845058169784,0.042403768,-9.93e-07,-0.068797191,0.000672143,-2.5e-06,-3.23e-07,0.003461681,0.065480114,3.1,0,0.4106264438636572,249.902914,10.077713,snia,,1.0,1.0,2019lrr,100.0,249.9028158419753,10.077845021996913,9.067,0.1049952379872535,0.30169653,0.158685223005,0.3583678285949107,8.422,0.088,0.34769653,0.154741720295,5.724998426634332e-12,39628029453931066,9906625241092666,b'GALAXY',249.9028158419753,10.077845021996911,1152921504606846976,0.13636090812863486,0,b'main'
1558,ZTF19abguzsx,0.09082312,2.653e-05,z_gal,58693.38411001476,0.000594043,1.5286561293916705,0.052062321,0.3303069836292707,2.6275790375796687e-05,0.3515833711271321,0.046689662,1.6654188829533894e-06,0.015617585,-0.004057189,-4.25e-06,-9.44e-07,0.003718131,0.036684859,3.1,0,0.1988805002863646,226.783456,3.783099,snia-cosmo,91t,1.0,1.0,2019lqz,100.0,226.78349120423144,3.7824519756236943,10.53,0.1028396810574595,1.08169653,0.021400934559,0.435531123158475,9.221,0.034,1.05769653,0.029681644159,0.0,39627879104909776,9906622891889104,b'GALAXY',226.78349120423144,3.7824519756236943,5764607523034234880,0.09081623444669412,0,b'main'
1562,ZTF19abheamc,0.03328844,1.007e-05,z_gal,58702.17292907646,0.006658134,1.079994901006675,-0.123181469,0.087117574,0.000205961,0.094319562,0.028517337,2.416606961120675e-06,-2.1e-05,-0.000408013,-1.51e-06,-5.01e-06,-0.000198557,0.015612276,3.1,0,0.987750606,7.21544,-1.073522,snia-cosmo,91t,1.0,1.0,2019lsu,100.0,7.214899730794936,-1.0728759462982878,8.966,0.1033247308247159,0.66669653,0.024839484697,0.8687167038319638,8.551,0.026,0.65569653,0.031240998704,0.0,39627760687127170,9906621041613442,b'GALAXY',7.214899730794936,-1.0728759462982878,5764607523034234880,0.03328860296103195,0,b'main'
1563,ZTF19abhemuy,0.0609782,1.982e-05,z_gal,58699.20581447486,0.001296705,-2.622509415,-0.072250895,0.6401181192995864,0.000274719,0.8723052764672963,0.1104609518389129,0.000158533,-0.474935744,-0.042966645,-0.000225912,-2.35e-05,0.062903859,0.012204047,3.1,0,0.9979301763952744,204.66922,32.305001,snia-cosmo,norm,0.0,0.0,2019lua,100.0,204.673513557832,32.3085250143676,10.749,0.1041201229350023,0.82869653,0.018439088915,1.2923164385465515,7.486,0.353,0.21569653,1.044788973908,8.94581844680332e-11,39628527703689921,9906633026243265,b'GALAXY',204.67351355783197,32.308525014367596,5764607523034234880,0.06097664674390827,0,b'main'
1565,ZTF19abhiayh,0.08395292,1.634e-05,z_gal,58690.58196788516,0.000539978,-1.059396883,-0.014880086,0.1985566703187942,1.8292322073644603e-05,0.1853169301814362,0.030632201,-3.14e-07,-0.010310492,0.000205276,-3.93e-07,-4.84e-07,0.000215248,0.040930244,3.1,0,0.5335979487237333,335.715469,17.381736,snia-cosmo,norm,1.0,1.0,2019lno,100.0,335.71472556542767,17.380806474861235,10.746,0.1014347080638575,1.22069653,0.019104973175,1.5618610944626867,9.119,0.025,1.15569653,0.032015621187,0.0,2851741955522560,9906628013392886,b'GALAXY',335.71472556542767,17.380806474861235,4611686018427387904,0.08394605212395341,0,b'main'
1567,ZTF19abhjhes,0.07194853,2.322e-05,z_gal,58694.51431615334,0.00074876,-1.749389962,-0.062911426,0.1514393591241969,2.41471061554118e-05,0.1612153680055826,0.032952546,-5.62e-08,-0.003635655,-0.000141785,-3.61e-07,-6.29e-07,-0.000632936,0.063610843,3.1,0,0.2618253771424675,23.794647,28.524928,snia-cosmo,norm,1.0,1.0,2019mac,100.0,23.7944948388524,28.5250685273788,10.148,0.1030776406404415,1.39869653,0.020518284529,0.2264568620562444,9.895,0.037,1.44669653,0.021931712199,2.52230212799528e-11,39628446745236257,9906631761269537,b'GALAXY',23.794494838852394,28.525068527378796,5764607523034234880,0.07194247174645424,0,b'main'
1573,ZTF19abhzewi,0.03686623,1.182e-05,z_gal,58702.17968148576,0.002781538,0.3921083762567263,0.022655306,0.1334583051429945,9.720001784595256e-05,0.1190962362899084,0.032418774,-8.45e-07,-0.002466766,-4.84e-05,-3.08e-06,-2.57e-06,-4.24e-05,0.021683608,3.1,0,0.6093245045817207,227.764014,52.050168,snia-cosmo,norm,1.0,1.0,2019lyb,100.0,227.7612925697321,52.05000712160077,10.666,0.1049952379872535,1.09369653,0.019849433241,0.6044079175395768,9.357,0.018,1.09369653,0.019849433241,6.292295057364958e-11,39633279078367525,9907738058621221,b'GALAXY',227.76129256973206,52.05000712160077,5764607523034234880,0.03686713673349181,0,b'main'
1576,ZTF19abidbqp,0.04014428,1.142e-05,z_gal,58695.0,0.000551759,4.999999999998388,0.2142459745535463,0.006980705,1.7799032768708466e-05,0.004296595,0.033743693,7.102848544285804e-16,4.652579357525396e-21,-8.74e-13,8.306211970963206e-16,-4.74e-07,-1.2e-12,0.014816949,3.1,0,0.0,26.546341,-16.284619,snia-pec,csm,1.0,0.0,2019ibk,82.25806451612904,26.549692958705368,-16.283574188925016,9.819,0.1026109155986827,0.74069653,0.019104973175,1.2756442231690224,8.053,0.013,0.46869653,0.050119856345,0.0,39627397569446525,9906615367893629,b'GALAXY',26.549692958705368,-16.283574188925016,5764607523034234880,0.04014037246500626,0,b'main'
1584,ZTF19abirbpd,0.07146339,1.177e-05,z_gal,58702.270489760085,0.000481805,-0.45822951,0.2094319085887973,0.077195495,1.4992811473768707e-05,0.104762978,0.027839741,-1.41e-07,0.001383939,0.000320116,-2.07e-07,-3.63e-07,0.000137527,0.043123608,3.1,0,8.368321885800876e-31,9.914411,30.178179,snia-cosmo,norm,1.0,0.0,2019maw,94.96402877697842,9.91511541716554,30.179477586225367,9.096,0.1084619749036499,0.62469653,0.05239274759,1.2504681243093947,7.732,0.169,0.71669653,0.169387130562,5.5280894744998076e-12,39628483491530302,9906632335427134,b'GALAXY',9.915115417165541,30.179477586225367,5764607523034234880,0.0714638279540317,0,b'main'
1587,ZTF19abitljz,0.08250059,1.808e-05,z_gal,58702.76938438843,0.000672082,0.796959192,0.023684524,0.2239028184121707,2.2534986691459817e-05,0.2224484474213642,0.032033287,-4.81e-07,-0.012597796,0.001853298,-9.4e-07,-5.78e-07,-0.000632975,0.049447028,3.1,0,0.4865322370624365,262.848612,19.966426,snia-cosmo,norm,1.0,1.0,2019lxd,100.0,262.8487396768668,19.965884543651068,9.006,0.1113597772986279,0.80669653,0.067542579163,1.346901602281216,8.143,0.08,0.57469653,0.189842039601,0.0,39628262988579398,9906628890067526,b'GALAXY',262.8487396768668,19.965884543651068,5764607523034234880,0.08250003317750979,0,b'main'
1600,ZTF19abjozed,0.07890554,1.054e-05,z_gal,58706.54926,0.000691744,0.103611828,-0.047331111,0.1352907473301456,2.3527867249225416e-05,0.1485781309017427,0.030056111,3.6089110664770363e-07,0.001638093,-0.000465287,-9.6e-07,-5.92e-07,0.0003799,0.025859775,3.1,0,0.6161768565222981,20.988324,1.03635,snia-cosmo,norm,1.0,1.0,2019moh,100.0,20.988593963155505,1.0349600979539135,9.809,0.1019803902718557,0.67069653,0.021400934559,1.4925675667149936,7.071,0.153,0.77969653,0.256456624013,1.2807690980961704e-11,39627809236197315,9906621800193987,b'GALAXY',20.988593963155502,1.0349600979539137,5764607523034234880,0.07890567330646155,0,b'main'
1604,ZTF19abjrkqn,0.074847,1.067e-05,z_gal,58708.47407231629,0.000692258,-0.160638456,0.004987318,0.6589491888043995,3.0922413386451656e-05,0.7518972768077424,0.042736011,5.133130571181739e-06,-0.38856359,0.000209231,-1.14e-05,-1.07e-06,0.007771142,0.015770567,3.1,0,0.5581946286970048,190.90389,64.520882,snia-cosmo,norm,1.0,1.0,2019mrg,100.0,190.90420389801508,64.52216237548589,9.431,0.1028396810574595,0.58669653,0.036249137921,1.5344795940058165,8.078,0.072,0.59069653,0.129973074135,0.0,39633438038297316,9907740542372580,b'GALAXY',190.90420389801508,64.52216237548589,5764607523034234880,0.07484775698741548,0,b'main'
1605,ZTF19abjslyw,0.04436423,1.011e-05,z_gal,58706.22299911554,0.000783029,-0.317839679,0.1498500705049811,0.3626566267121234,4.3715411575971056e-05,0.3635958790164396,0.051265511,-7.67e-06,-0.008857256,0.009854732,-6.23e-06,-1.94e-06,0.003301172,0.017519691,3.1,0,0.9642856575849524,221.383161,43.24201,snia-cosmo,norm,1.0,1.0,2019mgx,100.0,221.38362235714072,43.24179089774388,9.611,0.1028396810574595,0.67269653,0.019104973175,0.2804193333602797,9.186,0.012,0.57869653,0.032557641192,0.0,39633136258125281,9907735827058145,b'GALAXY',221.38362235714072,43.24179089774388,5764607523034234880,0.04436259395946954,0,b'main'
1620,ZTF19ablfbxe,0.0443451,1.124e-05,z_gal,58368.76078331387,0.001248186,-0.969022094,1.1964090699666396,0.2317783212456561,0.000147519,0.283497567,1.166010287640377,1.2448561261295009e-05,0.01269475,-0.02779214,6.41306240569482e-06,-5.01e-05,-0.029320162,0.034420427,3.1,0,0.1647564843061747,352.016674,9.770701,snia-cosmo,norm,0.0,0.0,2018ftc,100.0,352.0164683176936,9.771092519418264,10.422,0.1023914058893616,1.11169653,0.017691806013,0.2355668378949653,9.903,0.036,1.30569653,0.018439088915,5.7249984266343286e-12,39628025188322056,9906625174440712,b'GALAXY',352.0164683176936,9.771092519418263,5764607523034234880,0.04502286936392802,0,b'main'
1621,ZTF19ablfcjr,0.08306944,1.054e-05,z_gal,58708.73271,0.000562154,0.6852548069773776,0.021117435,0.2555941761165741,2.4470513881218463e-05,0.2935896120910182,0.037091863,2.571192941752058e-07,-0.024729634,-0.000352802,-3.57e-06,-7.64e-07,0.003017911,0.042631349,3.1,0,0.006342272,351.501777,-1.221943,snia-cosmo,norm,1.0,1.0,2019njw,100.0,351.5021405050889,-1.2221414925531873,10.347,0.1109233969908963,1.05169653,0.020615528128,0.4176338795940108,9.407,0.023,1.02669653,0.022803508502,0.0,39627760427073704,9906621037543592,b'GALAXY',351.5021405050889,-1.2221414925531873,5764607523034234880,0.08306867146328764,0,b'main'
1636,ZTF19abmzord,0.05828469,2.526e-05,z_gal,58712.02321786076,0.000548849,-1.387333599,0.2643895412415268,0.1639804554069996,2.2850463697938323e-05,0.2451363111478888,0.035919298,1.0883106692669783e-06,0.005144928,-0.001347291,-1.88e-06,-6.88e-07,0.001183053,0.056995869,3.1,0,0.1974468819187164,335.769452,-3.015389,snia-cosmo,norm,1.0,1.0,2019mwk,100.0,335.76988666984056,-3.0156187312116174,10.489,0.1014347080638575,1.32269653,0.017691806013,0.343646967510347,9.711,0.028,1.32969653,0.018439088915,0.0,39627717884248676,9906620372812388,b'GALAXY',335.76988666984056,-3.0156187312116174,5764607523034234880,0.05828001736873324,0,b'main'
1639,ZTF19abnimpq,0.07047231,1.168e-05,z_gal,58714.53286741821,0.001339095,0.6421964361855499,-0.02662036,0.087770677,4.140093283937208e-05,0.1141584842238499,0.027878876,1.867256974519275e-07,0.000566199,5.743518720050342e-05,-8.81e-07,-9.71e-07,8.005065783546547e-05,0.053648428,3.1,0,4.27230246264766e-08,31.347038,30.767102,snia-pec,03fg,1.0,0.0,2019myl,100.0,31.34658720757473,30.76658358995025,9.116,0.1118033988749895,0.66969653,0.042485291572,1.3250348284108893,8.138,0.094,0.64969653,0.111507847257,2.289999370653732e-11,39628494241534612,9906632503399060,b'GALAXY',31.34658720757473,30.766583589950258,5764607523034234880,0.07049284619684877,0,b'main'
1644,ZTF19abnmrqt,0.07428829,1.064e-05,z_gal,58711.70071296795,0.00046665,0.1189878640441177,0.1212346967657738,0.05804081,1.4036912197175366e-05,0.076894014,0.027056554,2.597497313182637e-08,0.000410028,-7.23e-05,-9.53e-08,-3.28e-07,-1.58e-05,0.044175953,3.1,0,0.000627979,278.308034,50.358771,snia-cosmo,norm,1.0,1.0,2019mvj,99.67532467532467,278.30811301041405,50.35889633066511,10.064,0.1049952379872535,0.91169653,0.020615528128,0.1169827457476616,9.559,0.041,1.11869653,0.022671568098,0.0,39633253010769567,9907737651316383,b'GALAXY',278.30811301041405,50.35889633066511,5764607523034234880,0.07428469325248055,0,b'main'
1645,ZTF19abnoxud,0.05673459,1.855e-05,z_gal,58712.43400724216,0.000457963,-0.670007047,0.3366840072077509,0.1649981462287542,1.924640782803244e-05,0.2460820116420452,0.03538543,5.109250620476249e-07,0.009444734,-0.000509945,-1.8e-06,-5.82e-07,0.001824502,0.051147075,3.1,0,0.2977438345318316,333.011084,0.052191,snia-cosmo,norm,1.0,1.0,2019myw,100.0,333.01223808306133,0.0539329500803725,10.621,0.1299576854210631,1.32069653,0.018439088915,0.7674617968262974,8.899,0.131,1.23969653,0.080622577483,8.945310041616141e-14,39627790315684387,9906621504553507,b'GALAXY',333.01223808306133,0.05393295008037253,5764607523034234880,0.056733842099373114,0,b'main'
1646,ZTF19abnxglw,0.12463749,2.804e-05,z_gal,58712.604941286045,0.000309767,-0.610853579,-0.12878823,0.071744394,9.494510090646508e-06,0.094706596,0.030602888,3.1999120096109334e-08,0.001688846,-0.000140823,-1.08e-07,-2.41e-07,-7.35e-05,0.042549854,3.1,0,0.000159919,273.640891,41.239623,snia-cosmo,norm,1.0,1.0,2019mui,100.0,273.6420939291121,41.23834896943393,10.939,0.1046947945219818,1.13469653,0.028301943396,0.8648352803701209,8.718,0.054,1.12469653,0.137480907765,1.5388115621792038e-10,39633101063719721,9907735277144873,b'GALAXY',273.64209392911215,41.23834896943393,5764607523034234880,0.12460149202157507,0,b'main'
1648,ZTF19abomiel,0.07339896,2.921e-05,z_gal,58714.61307162014,0.000639786,-1.855376348,-0.022220767,0.055939599,1.922764431331643e-05,0.078023644,0.028103442,6.272553620078593e-08,0.001182307,-8.78e-05,-1.36e-07,-4.51e-07,-4.42e-05,0.04050268,3.1,0,0.013496808,276.200783,40.18967,snia-cosmo,norm,1.0,1.0,2019mxx,99.39024390243902,276.20022479612595,40.18975656845175,10.181,0.1386217876093076,1.22069653,0.021400934559,0.4746206244935899,9.605,0.116,1.24769653,0.019849433241,0.0,39633082759776861,9907734991145565,b'GALAXY',276.20022479612595,40.18975656845175,5764607523034234880,0.0734021945583752,0,b'main'
1656,ZTF19abovtfk,0.07562295,2.716e-05,z_gal,58712.710125368416,0.000589528,0.006701769,0.06808316,0.2910452342366625,2.113407545160245e-05,0.324603943,0.034624131,-5.11e-07,-0.018526939,0.000458402,-1.44e-06,-5.66e-07,-0.000589217,0.019827532,3.1,0,0.5907456363143739,222.642035,34.503072,snia,,1.0,1.0,2019myu,100.0,222.6404425825758,34.50400968829289,10.746,0.1017889974407843,1.54169653,0.020615528128,1.1020665798217557,9.039,0.044,1.39169653,0.059033888573,0.0,39632971484892564,9907733252476308,b'GALAXY',222.6404425825758,34.50400968829289,5764607523034234880,0.07562195003805372,0,b'main'
1661,ZTF19abpbbxx,0.06913556,1.208e-05,z_gal,58720.35781457978,0.000870227,0.6545698985949524,0.015260484,0.1840555795570253,2.9946813765769763e-05,0.1822961035208744,0.031176294,-6.58e-08,-0.010349355,0.000485,-1e-06,-7.49e-07,-0.000942142,0.039220076,3.1,0,0.1299013750356043,32.151484,6.112161,snia-cosmo,norm,1.0,1.0,2019nft,100.0,32.15133924911506,6.112657958861915,9.717,0.1017889974407843,0.54169653,0.027018512172,0.3529330535053742,8.742,0.027,0.70069653,0.031400636936,0.0,39627930061504934,9906623688081830,b'GALAXY',32.15133924911506,6.112657958861915,5764607523034234880,0.06913503078745237,0,b'main'
1663,ZTF19abpbqor,0.04630013,1.23e-05,z_gal,58718.51912846001,0.000631791,0.5210153976259229,0.399049514,0.07837236,1.977018203932438e-05,0.091477361,0.02827521,-1.47e-08,0.00023962,-2.2e-05,1.6926912171003225e-08,-4.81e-07,-0.000343885,0.04983081,3.1,0,4.0049026413710064e-19,264.862088,31.243383,snia-pec,02es,1.0,0.0,2019ner,100.0,264.861473455443,31.241712018681643,10.016,0.1092520022699813,1.00469653,0.018439088915,0.7114714559648857,8.735,0.036,0.99869653,0.027658633372,0.0,39628507982076097,9906632718096577,b'GALAXY',264.861473455443,31.241712018681643,5764607523034234880,0.04629998004768284,0,b'main'
1671,ZTF19abpqvdh,0.02482551,1.14e-05,z_gal,58713.94265879605,0.000294178,-2.768196786,0.985982061,0.3177873336353514,1.4802701406816536e-05,0.1632429385158169,0.041396215,-1.45e-06,-0.01780656,0.000816181,-2.2e-07,-5.38e-07,0.000555534,0.099414787,3.1,0,6.639788903576921e-24,346.419808,27.665935,snia-pec,91bg,1.0,0.0,2019noh,98.01980198019804,346.4182872407922,27.66544332375033,10.665,0.159298462013919,1.20769653,0.019104973175,0.3117135363241386,9.613,0.075,1.19269653,0.019209372712,1.144999685326866e-11,39628435521278745,9906631585895193,b'GALAXY',346.4182872407922,27.665443323750335,5764607523034234880,0.024826166812749566,0,b'main'
1674,ZTF19abpxcaf,0.07572276,1.036e-05,z_gal,58722.63066856191,0.000708029,1.7099991521835414,0.048772202,0.2458647668427147,3.1490504634736354e-05,0.2829226073314287,0.035972946,2.691758741085968e-07,-0.013107194,-7.23e-05,-4.18e-06,-8.67e-07,0.000272988,0.03045065,3.1,0,0.065375613,31.099698,3.186727,snia-cosmo,norm,1.0,1.0,2019one,93.33333333333331,31.10100076573492,3.1863517358324858,8.92,0.1127120224288429,0.35369653,0.058189346104,2.9942213787282643,7.214,0.185,-0.20930347,0.448728202813,1.2769996681677608e-11,39627863766337458,9906622652221362,b'GALAXY',31.101000765734916,3.1863517358324858,5764607523034234880,0.07572300856135109,0,b'main'
1676,ZTF19abpyjqx,0.05434039,1.052e-05,z_gal,58720.41856583621,0.00027479,0.8167913556751603,0.5405605062541257,0.3778385758123477,1.3507707116947197e-05,0.5717335326179045,0.043760215,-1.66e-07,0.048618851,-0.000532813,-3.3e-06,-5e-07,0.006136983,0.046694886,3.1,0,0.5923259201186788,238.585335,21.458637,snia-cosmo,norm,1.0,1.0,2019nwx,100.0,238.5850777553661,21.460235961949035,10.044,0.1059481005020854,0.73669653,0.018439088915,0.9834385858957324,8.51,0.039,0.69969653,0.033421549934,9.522461034347578e-11,39628296530429680,9906629414160112,b'GALAXY',238.58507775536611,21.460235961949035,5764607523034234880,0.05434061099452556,0,b'main'
1691,ZTF19abqlrtb,0.06465644,1.667e-05,z_gal,58723.16972554306,0.001094796,0.8012375691318214,0.007561909,0.1625730463092622,4.109106664824979e-05,0.2177184785627261,0.034254049,-2.06e-07,0.001537218,-1.42e-05,-3.4e-06,-1.13e-06,0.00058206,0.072751247,3.1,0,0.5891468354555921,61.270704,-6.604863,snia-cosmo,norm,1.0,1.0,2019nwf,100.0,61.270694021254286,-6.604320581371353,8.582,0.1006031808642251,0.39269653,0.096798760323,1.4282785228808124,8.124,0.07,0.55469653,0.165496223522,0.0,39627628965007070,9906618983452382,b'GALAXY',61.270694021254286,-6.604320581371353,5764607523034234880,0.0646543183215978,0,b'main'
