SNID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,RA,DEC,COORD_SOURCE
1321338,1321338,10,0,0.31153,0.001,0.31048,0.001,0.31048,0.00165,0.0,300.0,0.02,0.3115,0.001,35.940353,-6.521291000000001,0.955,0.87,9.98,0.01,0.58,-999.0,57027.6797,0.2806,1.1253,0.351,0.0017,0.0254,21.6459,0.0359,21.7836,3.9412e-05,1.3015e-06,0.0043,-0.0,-0.0,28,0.496,1.0,0.995,1.0,1.0,1.0,41.1068,0.1512,0.0,0.0192,1.0,0.0152,35.940319,-6.521554,DES
1321365,1321365,10,0,0.31375,0.001,0.3127,0.001,0.3127,0.00165,0.0,300.0,0.03,0.3137,0.001,36.341213,-6.006461,0.492,0.5,8.91,0.03,0.18,-999.0,57021.6758,0.5669,-0.285,0.7717,-0.0325,0.0476,22.8876,0.0674,22.9446,1.2559e-05,7.7948e-07,0.0129,-0.0,-0.0,31,0.0182,0.0,0.5427,0.0,0.0005,0.0,42.2679,200.597,1.0,-0.0203,1.0,0.01,36.341328,-6.006536,DES
1321450,1321450,10,0,0.25928,0.001,0.25833,0.001,0.25833,0.00161,0.0,300.0,0.01,0.2593,0.001,8.225116,-42.229591,1.078,0.79,9.31,0.02,0.63,-999.0,57030.9414,0.2626,0.1685,0.2596,0.054,0.0234,21.3087,0.0288,21.1257,5.3768e-05,1.4251e-06,0.0032,-0.0,-0.0,17,0.4485,0.9991,0.9498,1.0,1.0,1.0,40.4489,0.1742,0.0,0.0231,1.0,0.0253,8.225006,-42.229878,DES
1321492,1321492,10,0,0.55583,0.001,0.55467,0.001,0.55467,0.00185,0.0,300.0,0.01,0.5558,0.001,8.179554,-42.666939,0.462,0.59,10.43,0.04,1.29,-999.0,57031.6602,0.8252,-1.5391,0.5736,-0.1323,0.0747,22.8724,0.0568,23.0055,1.2736e-05,6.6663e-07,0.0068,-0.0,-0.0,15,0.8894,0.9991,0.8832,0.9996,0.9992,0.9999,42.3287,0.1852,0.0,0.0507,0.595,0.0,8.179398,-42.666996,DES
1321522,1321522,10,0,0.178,0.001,0.17715,0.001,0.17715,0.00155,0.0,300.0,0.01,0.178,0.001,8.300283,-43.880665,1.8,1.08,10.03,0.01,0.79,-999.0,57032.6094,0.2449,0.3746,0.3243,0.0683,0.0223,21.3904,0.0291,21.317,4.987e-05,1.3387e-06,0.0027,-0.0,-0.0,25,0.0013,0.0005,0.6524,0.0,0.0007,0.0,40.6402,149.8745,1.0,-0.0607,1.0,0.0155,8.29974,-43.880974,DES
1321973,1321973,10,0,0.37157,0.001,0.37043,0.001,0.37043,0.0017,0.0,300.0,0.02,0.3716,0.001,34.41362,-4.215644,0.648,0.47,10.96,0.05,1.28,-999.0,57026.8633,0.0113,-1.4994,0.4689,-0.0006,0.0386,22.1022,0.052,21.9875,2.5889e-05,1.2389e-06,0.0079,-0.0,-0.0,27,0.8753,0.9839,0.7404,0.9993,0.9925,0.9996,41.3107,0.1482,0.0,-0.106,1.0,0.0076,34.41375,-4.215769,DES
1322229,1322229,10,1,0.52736,0.001,0.52612,0.001,0.52612,0.00183,0.0,300.0,0.02,0.5274,0.001,35.926426,-4.018871,0.254,0.37,9.62,0.01,0.46,-999.0,57034.5391,0.7999,1.4502,0.7935,0.0263,0.0334,22.8276,0.035,22.9551,1.3272e-05,4.2756e-07,-0.0035,-0.0,-0.0,12,0.8965,0.9993,0.9517,0.998,0.9976,0.998,42.2783,0.2373,0.0,0.005,1.0,0.017,35.926357,-4.018886,DES
1322819,1322819,10,0,0.33807,0.001,0.33759,0.001,0.33759,0.00167,0.0,300.0,0.01,0.3381,0.001,54.478545999999994,-28.444288,0.7,0.08,11.54,0.02,1.47,-999.0,57032.3711,0.3975,-0.3628,0.3614,-0.0365,0.0268,21.9683,0.0338,22.0752,2.9289e-05,9.1259e-07,0.0041,-0.0,-0.0,31,0.5416,0.996,0.99,1.0,0.9987,1.0,41.3984,0.1257,0.0,-0.0327,1.0,0.0074,54.478329,-28.444315,DES
1322912,1322912,10,0,0.65953,0.001,0.65831,0.001,0.65831,0.00194,0.0,300.0,0.01,0.6595,0.001,7.528264,-43.465171999999995,1.692,0.98,11.4,0.05,1.64,-999.0,57026.2383,1.0791,-2.5386,0.9642,-0.024,0.1208,23.7881,0.1001,23.8175,5.4796e-06,5.0542e-07,0.0185,-0.0,-0.0,18,0.7069,0.9952,0.9727,0.9995,0.9985,0.999,43.1407,0.2681,0.0,-0.3441,0.427,0.0,7.527631,-43.465271,DES
1322954,1322954,10,0,0.54385,0.001,0.54327,0.001,0.54327,0.00184,0.0,300.0,0.01,0.5439,0.001,53.659416,-28.155581,1.091,1.19,10.23,0.01,1.05,-999.0,57036.5391,0.5701,-0.6763,0.4924,0.193,0.0353,23.6185,0.037,23.1158,6.4062e-06,2.1847e-07,0.0034,-0.0,-0.0,18,0.3375,0.9854,0.8674,0.9942,0.9927,0.9718,42.439,0.2207,0.0004,-0.1892,1.0,0.0304,53.659271,-28.155306,DES
1322975,1322975,10,0,0.84705,0.001,0.84634,0.001,0.84634,0.0021,0.0,300.0,0.01,0.8471,0.001,52.880458999999995,-28.727621000000003,1.53,1.42,11.16,0.03,1.73,-999.0,57032.4727,1.0702,-0.1668,0.7425,-0.2017,0.1183,24.2951,0.0538,24.5723,3.4352e-06,1.7036e-07,-0.0005,-0.0,-0.0,14,0.5943,0.986,0.8697,0.9999,0.9996,1.0,43.8956,0.2579,0.0,0.3436,0.418,0.0,52.880024,-28.727432,DES
1323016,1323016,10,0,0.33582,0.001,0.33485,0.001,0.33485,0.00167,0.0,300.0,0.01,0.3358,0.001,10.056144,-43.452339,0.693,0.47,9.97,0.02,0.35,-999.0,57033.793,0.5928,-0.5783,0.6009,0.0469,0.0379,22.3108,0.0465,22.0892,2.1364e-05,9.1461e-07,0.013,-0.0,-0.0,19,0.9388,0.9942,0.8892,0.9999,0.9989,1.0,41.4124,0.196,0.0,-0.0365,1.0,0.025,10.056409,-43.452343,DES
1323106,1323106,10,0,0.34529,0.001,0.34417,0.001,0.34417,0.00168,0.0,300.0,0.02,0.3453,0.001,34.085419,-5.013755000000001,0.217,0.16,10.36,0.02,0.44,-999.0,57035.7539,0.4176,-0.1549,0.4138,-0.1309,0.0239,21.6708,0.0269,22.0071,3.8519e-05,9.5546e-07,0.0044,-0.0,-0.0,19,0.853,0.9993,0.6511,1.0,0.9993,1.0,41.3303,0.1168,0.0,0.0656,1.0,0.0048,34.085434,-5.013814,DES
1323349,1323349,10,0,0.5061,0.001,0.50491,0.001,0.50491,0.00181,0.0,300.0,0.02,0.5061,0.001,37.200424,-4.24787,1.116,1.26,10.64,0.01,0.73,-999.0,57303.2266,0.5373,-1.0825,0.4138,0.0561,0.0501,23.2807,0.0635,23.0767,8.744e-06,5.1142e-07,0.0043,-0.0,-0.0,35,0.9668,0.9974,0.9656,0.9993,0.9996,0.9988,42.3999,0.1839,0.0,-0.1265,1.0,0.0139,37.200703,-4.247733,DES
1323600,1323600,10,0,0.37145,0.001,0.37044,0.001,0.37044,0.0017,0.0,300.0,0.02,0.3715,0.001,41.010426,-1.832389,2.212,1.48,10.63,0.01,0.83,-999.0,57299.5859,0.4406,0.2932,0.4025,0.0339,0.0294,22.2152,0.0434,22.239,2.3331e-05,9.3339e-07,0.0042,-0.0,-0.0,50,0.0891,0.9938,0.99,1.0,1.0,1.0,41.5622,0.1488,0.0,-0.0637,1.0,0.0106,41.010361,-1.831778,DES
1323740,1323740,10,0,0.77207,0.001,0.77137,0.001,0.77137,0.00204,0.0,300.0,0.01,0.7721,0.001,52.490513,-28.548523,0.506,0.81,10.55,0.02,1.29,-999.0,57032.0391,0.6822,-0.3458,0.5446,-0.0042,0.0441,23.8979,0.0413,23.9498,4.9526e-06,1.8844e-07,0.0086,-0.0,-0.0,23,0.5252,0.6911,0.9666,0.9998,0.9972,0.999,43.273,0.1766,0.0,-0.0757,1.0,0.0046,52.49036,-28.548483,DES
1323777,1323777,10,0,0.53348,0.001,0.5329,0.001,0.5329,0.00183,0.0,300.0,0.01,0.5335,0.001,53.454697,-28.234455,2.16,1.15,10.85,0.02,0.99,-999.0,57040.25,1.2951,-0.9558,0.8643,0.071,0.0521,23.7334,0.0557,23.511,5.7631e-06,2.9552e-07,0.0072,-0.0,-0.0,5,0.2275,0.0002,0.9733,0.0,0.0007,0.0,42.8342,241.0519,1.0,-0.1338,1.0,0.0174,53.455006,-28.234989,DES
1323831,1323831,10,0,0.31131,0.001,0.31079,0.001,0.31079,0.00165,0.0,300.0,0.01,0.3113,0.001,52.853770999999995,-27.137886,0.412,0.28,10.62,0.01,1.02,-999.0,57028.7461,0.627,0.535,0.7217,0.0446,0.0436,22.3913,0.0692,22.4,1.9837e-05,1.2643e-06,0.0156,-0.0,-0.0,10,0.026,0.0013,0.7372,0.0,0.0172,0.0,41.7232,193.6743,1.0,-0.0431,1.0,0.0148,52.853745,-27.137775,DES
1324062,1324062,10,0,0.7039,0.001,0.70325,0.001,0.70325,0.00198,0.0,300.0,0.01,0.7039,0.001,53.322295999999994,-27.90621,3.754,3.53,11.11,0.01,1.15,-999.0,57035.832,0.7705,-2.4152,0.6917,-0.1895,0.0626,24.2736,0.0509,24.2907,3.5039e-06,1.6425e-07,0.0172,-0.0,-0.0,21,0.1492,0.0002,0.6168,0.0,0.0001,0.0,43.6139,226.7003,1.0,0.2042,1.0,0.0093,53.323368,-27.906645,DES
1324509,1324509,10,0,0.21105,0.001,0.21062,0.001,0.21062,0.00157,0.0,300.0,0.01,0.2111,0.001,54.563309,-28.812610999999997,0.299,0.26,10.32,0.01,0.91,-999.0,57042.4805,0.2496,-0.8696,0.2329,0.0792,0.0204,20.9451,0.0253,20.6535,7.5155e-05,1.7521e-06,0.0016,-0.0,-0.0,28,0.068,0.9999,0.9533,1.0,0.9999,1.0,39.9768,0.1539,0.0,-0.0765,1.0,0.0184,54.563225,-28.812569,DES
1324536,1324536,10,0,0.58955,0.001,0.58899,0.001,0.58899,0.00188,0.0,300.0,0.01,0.5896,0.001,54.476471,-29.947807,0.112,0.2,10.15,0.03,1.47,-999.0,57026.8867,1.0727,-0.8729,0.8802,0.0891,0.1099,23.7142,0.1167,23.6722,5.866e-06,6.3033e-07,0.0391,-0.0,-0.0,28,0.9321,0.9925,0.9142,0.9916,0.9889,0.9826,42.9954,0.2261,0.0011,-0.3574,0.585,0.0,54.476437,-29.947796,DES
1324542,1324542,10,1,0.5421,0.001,0.54154,0.001,0.54154,0.00184,0.0,300.0,0.01,0.5421,0.001,53.895405,-29.048021,0.652,0.89,8.94,0.14,0.42,-999.0,57043.7031,0.7524,0.3125,0.6449,-0.0002,0.0531,23.0958,0.0464,23.2069,1.0368e-05,4.4327e-07,0.0048,-0.0,-0.0,20,0.1877,0.9946,0.9943,0.9948,0.9359,0.9984,42.5301,0.194,0.0,-0.079,0.98,0.0,53.895199,-29.047989,DES
1324544,1324544,10,0,0.53027,0.001,0.52973,0.001,0.52973,0.00183,0.0,300.0,0.01,0.5303,0.001,54.369522,-29.302494,0.549,0.77,9.58,0.02,0.21,-999.0,57037.9648,0.9918,0.5579,0.8277,0.25,0.0572,23.3749,0.0562,22.9605,8.0177e-06,4.1528e-07,0.002,-0.0,-0.0,22,0.6478,0.9955,0.7825,0.95,0.9708,0.8502,42.2837,0.2456,0.0047,-0.294,1.0,0.0039,54.369358,-29.302443,DES
1324562,1324562,10,0,0.35349,0.001,0.35299,0.001,0.35299,0.00168,0.0,300.0,0.01,0.3535,0.001,53.795815000000005,-28.448365999999996,1.406,1.36,10.3,0.01,0.97,-999.0,57043.0547,0.36,0.3599,0.3206,0.014,0.0215,21.9889,0.0249,22.065,2.8736e-05,6.6015e-07,0.0024,-0.0,-0.0,28,0.7273,0.9907,1.0,0.9999,0.9998,1.0,41.3882,0.1363,0.0,-0.0431,1.0,0.0111,53.795391,-28.448479,DES
1324582,1324582,10,0,0.38237,0.001,0.38185,0.001,0.38185,0.00171,0.0,300.0,0.01,0.3824,0.001,53.308871999999994,-29.191101,1.352,1.23,11.06,0.01,1.68,-999.0,57043.9766,0.4692,-1.3508,0.4192,-0.1104,0.0453,22.1641,0.0419,22.2857,2.4455e-05,9.4443e-07,0.0029,-0.0,-0.0,20,0.9421,0.9991,0.869,1.0,0.9999,1.0,41.609,0.1525,0.0,0.0241,1.0,0.0046,53.309258,-29.190933,DES
1324685,1324685,10,0,0.54244,0.001,0.54183,0.001,0.54183,0.00184,0.0,300.0,0.01,0.5424,0.001,52.068424,-28.829351000000003,2.067,2.4,10.09,0.02,0.76,-999.0,57043.3398,0.4264,-0.6318,0.4039,-0.0085,0.0298,23.1085,0.0289,23.1223,1.0247e-05,2.7263e-07,0.0014,-0.0,-0.0,16,0.9458,0.9996,0.99,1.0,0.9982,1.0,42.4455,0.1472,0.0,-0.0701,1.0,0.0078,52.068111,-28.828848,DES
1324790,1324790,10,0,0.35775,0.001,0.35723,0.001,0.35723,0.00169,0.0,300.0,0.01,0.3577,0.001,53.612473,-27.337473,1.675,1.57,9.33,0.03,0.48,-999.0,57042.3203,0.3703,-0.0449,0.4349,0.0532,0.024,22.1382,0.0284,21.9701,2.5044e-05,6.5525e-07,0.0054,-0.0,-0.0,23,0.9899,0.9975,0.9419,1.0,0.9998,1.0,41.2933,0.1829,0.0,-0.0239,1.0,0.0252,53.612099,-27.337799,DES
1325191,1325191,10,0,0.79883,0.001,0.7981,0.001,0.7981,0.00206,0.0,300.0,0.01,0.7988,0.001,52.259132,-27.324093,0.102,0.15,10.58,0.01,1.52,-999.0,57039.625,1.0739,-2.1347,0.9494,0.0247,0.0677,24.4257,0.0542,24.2503,3.046e-06,1.5193e-07,0.0078,-0.0,-0.0,18,0.2268,0.9247,0.9589,0.9998,0.9974,0.9999,43.5735,0.2585,0.0,-0.2263,0.877,0.0,52.25911,-27.324074,DES
1326273,1326273,10,0,0.57013,0.001,0.5695,0.001,0.56949,0.00186,0.0,300.0,0.01,0.5701,0.001,52.11718,-27.785686,0.793,1.15,8.76,0.03,-0.09,-999.0,57047.6445,0.8807,-0.0628,0.709,-0.0569,0.0578,24.1363,0.0491,24.2945,3.9764e-06,1.7992e-07,0.0046,-0.0,-0.0,14,0.6559,0.0068,0.9775,0.0,0.0001,0.0,43.6177,238.5706,1.0,-0.0096,1.0,0.0098,52.117321,-27.785505,DES
1326299,1326299,10,0,0.67448,0.001,0.67382,0.001,0.67382,0.00195,0.0,300.0,0.01,0.6745,0.001,52.642685,-27.521036,1.163,0.85,9.62,0.08,0.19,-999.0,57055.1797,0.6762,-0.3675,0.5827,-0.227,0.043,23.5012,0.0397,23.9447,7.1373e-06,2.6127e-07,0.0098,-0.0,-0.0,13,0.7754,0.9998,0.5129,1.0,0.9686,1.0,43.2679,0.1797,0.0,0.1864,1.0,0.0078,52.642696,-27.520714,DES
1326367,1326367,10,0,0.55856,0.001,0.55797,0.001,0.55797,0.00185,0.0,300.0,0.01,0.5586,0.001,53.73669399999999,-27.140879,1.895,1.7,10.43,0.02,0.81,-999.0,57053.9609,1.0451,-0.1101,0.8688,-0.0754,0.0683,23.1509,0.0623,23.3655,9.8542e-06,5.6529e-07,0.013,-0.0,-0.0,14,0.2499,0.9989,0.8638,0.9949,0.9982,0.9985,42.6888,0.1816,0.0,0.0216,0.603,0.0,53.73613,-27.140719,DES
1327978,1327978,10,1,0.20786,0.001,0.20699,0.001,0.20699,0.00157,0.0,300.0,0.01,0.2079,0.001,8.279988000000001,-44.14032,0.596,0.29,10.89,0.02,1.46,-999.0,57307.8125,0.2458,0.3998,0.193,0.0871,0.0182,20.8161,0.0232,20.6894,8.4637e-05,1.809e-06,0.0004,-0.0,-0.0,47,0.1448,0.9957,0.9729,1.0,0.9998,1.0,40.0126,0.1572,0.0,-0.0616,1.0,0.0191,8.279955,-44.140156,DES
1328016,1328016,10,0,0.35167,0.001,0.35071,0.001,0.35071,0.00168,0.0,300.0,0.01,0.3517,0.001,10.347867,-44.268337,0.239,0.23,10.63,0.02,1.42,-999.0,57305.7266,0.5087,-1.5029,0.3702,0.0254,0.0322,22.1466,0.0426,21.9469,2.4852e-05,9.7548e-07,0.002,-0.0,-0.0,54,0.1902,0.9903,0.9658,0.9993,0.9997,1.0,41.2702,0.1655,0.0,-0.1025,1.0,0.0125,10.347795,-44.268295,DES
1328089,1328089,10,0,0.5698,0.001,0.56864,0.001,0.56864,0.00186,0.0,300.0,0.01,0.5698,0.001,6.9940929999999994,-43.390553,1.681,2.07,9.6,0.02,0.24,-999.0,57299.2891,0.8868,-0.1065,0.497,-0.0641,0.0608,22.8988,0.067,23.0849,1.243e-05,7.6743e-07,0.0046,-0.0,-0.0,44,0.4347,0.1206,0.9547,0.9993,0.9976,0.9998,42.4081,0.1828,0.0,-0.0222,0.864,0.0,6.994421,-43.390152,DES
1328103,1328103,10,0,0.57589,0.001,0.57472,0.001,0.57472,0.00187,0.0,300.0,0.0,0.5759,0.001,7.203239999999999,-43.288967,1.747,2.02,10.36,0.01,0.56,-999.0,57296.0039,0.98,0.3224,0.6999,0.0025,0.0862,23.2358,0.1034,23.3835,9.1132e-06,8.6793e-07,0.0141,-0.0,-0.0,47,0.2383,0.9904,0.9249,0.9945,0.9984,0.9988,42.7067,0.2066,0.0,-0.0848,0.596,0.0,7.202621,-43.288788,DES
1328105,1328105,10,1,0.44259,0.001,0.44153,0.001,0.44153,0.00176,0.0,300.0,0.01,0.4426,0.001,8.186774,-43.576172,2.854,1.87,11.11,0.01,0.88,-999.0,57302.793,0.615,0.1937,0.3887,-0.0463,0.0395,22.2667,0.046,22.4674,2.225e-05,9.4317e-07,0.0023,-0.0,-0.0,40,0.2452,0.9997,1.0,1.0,0.9999,1.0,41.7906,0.128,0.0,-0.0064,0.901,0.0,8.187062,-43.576935,DES
1329168,1329168,10,0,0.67717,0.001,0.67651,0.001,0.67651,0.00195,0.0,300.0,0.01,0.6772,0.001,52.65675,-27.635353,0.0,0.0,10.79,0.03,1.69,-999.0,57308.0391,0.575,-0.5285,0.3029,-0.1115,0.0404,23.3059,0.0307,23.5126,8.5436e-06,2.4195e-07,0.0038,-0.0,-0.0,22,0.9343,0.993,0.9191,1.0,0.9997,1.0,42.8358,0.166,0.0,0.0746,1.0,0.009,52.65675,-27.635353,DES
1329312,1329312,10,1,0.34586,0.001,0.34478,0.001,0.34478,0.00168,0.0,300.0,0.02,0.3459,0.001,36.263176,-5.541998,0.848,0.5,10.86,0.01,1.26,-999.0,57310.4766,0.2649,-1.7376,0.2208,-0.0407,0.0198,22.0128,0.0252,21.9246,2.811e-05,6.5263e-07,0.0012,-0.0,-0.0,44,0.9932,0.6911,0.9988,0.9998,0.9999,0.9999,41.2478,0.1043,0.0,-0.0457,1.0,0.0048,36.263298,-5.541797,DES
1329365,1329365,10,0,0.6123,0.001,0.61101,0.001,0.61101,0.0019,0.0,300.0,0.02,0.6123,0.001,36.528873,-4.653965,0.244,0.3,10.63,0.03,1.51,-999.0,57306.9258,0.6159,-0.447,0.3665,-0.0149,0.0472,23.5332,0.0486,23.5857,6.9297e-06,3.1015e-07,0.0053,-0.0,-0.0,41,0.5856,0.9409,0.9575,0.9998,0.9996,0.9999,42.9089,0.1598,0.0,-0.0591,1.0,0.0065,36.528843,-4.653905,DES
1329615,1329615,10,101,0.40474,0.001,0.4036,0.001,0.4036,0.00172,0.0,300.0,0.02,0.4047,0.001,35.442188,-5.639512,2.194,1.55,10.93,0.08,1.45,-999.0,57305.0938,0.6975,0.209,0.4355,0.0443,0.0454,22.4035,0.0525,22.407,1.9615e-05,9.493e-07,0.0033,-0.0,-0.0,41,0.572,0.9916,0.9049,0.9999,0.9997,0.9999,41.7302,0.1618,0.0,-0.0891,1.0,0.008,35.442699,-5.639848,DES
1329622,1329622,10,0,0.48727,0.001,0.48607,0.001,0.48607,0.00179,0.0,300.0,0.02,0.4873,0.001,35.499199,-6.228611,0.96,1.27,9.87,0.04,0.58,-999.0,57299.1367,1.0882,-0.0246,0.6648,0.0579,0.0864,22.8339,0.1043,22.7925,1.3197e-05,1.2674e-06,0.012,-0.0,-0.0,25,0.4605,0.9905,0.8788,0.9965,0.9991,0.9977,42.1157,0.2411,0.0001,-0.1619,1.0,0.0021,35.499458,-6.228539,DES
1329795,1329795,10,0,0.52669,0.001,0.52558,0.001,0.52558,0.00182,0.0,300.0,0.03,0.5267,0.001,41.792274,-0.012676,0.74,0.73,10.78,0.07,1.29,-999.0,57303.9922,0.7644,0.9422,0.5284,-0.0523,0.061,22.8562,0.0551,23.1186,1.2928e-05,6.566e-07,0.0043,-0.0,-0.0,43,0.639,0.0091,0.805,0.9996,0.9966,0.995,42.4418,0.1518,0.0001,0.071,0.574,0.0,41.792191,-0.012864,DES
1330031,1330031,10,1,0.10643,0.001,0.10563,0.001,0.10563,0.00149,0.0,300.0,0.01,0.1064,0.001,9.141478,-43.487408,1.756,1.44,9.06,0.03,0.82,-999.0,57315.0078,0.1547,0.3643,0.1186,-0.119,0.017,18.8329,0.0217,19.2384,0.00052583,1.0515e-05,0.0005,-0.0,-0.0,27,0.8701,0.9972,0.8708,1.0,0.9997,1.0,38.5616,0.0899,0.0,0.0054,1.0,0.0029,9.140839,-43.487255,DES
1330339,1330339,10,0,0.57968,0.001,0.57914,0.001,0.57914,0.00187,0.0,300.0,0.01,0.5797,0.001,55.219536,-29.516895,0.369,0.41,10.88,0.03,1.17,-999.0,57312.9219,1.0073,-1.6355,0.7804,-0.0483,0.0914,23.3121,0.0819,23.3643,8.4948e-06,6.4112e-07,0.0111,-0.0,-0.0,41,0.9904,0.7291,0.9817,0.9971,0.9983,0.9971,42.6875,0.2197,0.0001,-0.146,0.574,0.0,55.219448,-29.516827,DES
1330350,1330350,10,0,0.76374,0.001,0.76302,0.001,0.76303,0.00203,0.0,300.0,0.01,0.7637,0.001,52.064053,-27.787922,0.55,0.7,10.99,0.0,1.64,-999.0,57314.707,0.6273,-0.2021,0.4679,0.0425,0.0448,24.0341,0.0419,24.0159,4.3688e-06,1.6874e-07,0.0037,-0.0,-0.0,44,0.9121,0.9762,0.9736,0.9999,0.9996,0.9999,43.3391,0.1893,0.0,-0.1279,1.0,0.0049,52.063938,-27.787806,DES
1330403,1330403,10,0,0.77713,0.001,0.7765,0.001,0.7765,0.00204,0.0,300.0,0.01,0.7771,0.001,54.51926,-29.133043,0.972,1.07,10.55,0.01,0.46,-999.0,57313.168,1.128,0.2151,0.8214,-0.078,0.0651,23.5755,0.0583,23.9692,6.6649e-06,3.581e-07,0.0126,-0.0,-0.0,47,0.4614,0.995,1.0,1.0,0.999,1.0,43.2924,0.1195,0.0,-0.0971,0.23,0.0,54.519131,-29.132799,DES
1330530,1330530,10,0,0.33682,0.001,0.33633,0.001,0.33633,0.00167,0.0,300.0,0.01,0.3368,0.001,54.110645,-27.91552,0.807,1.07,9.99,0.01,1.18,-999.0,57308.7969,0.4868,-0.7325,0.3572,0.1588,0.0253,22.405,0.0312,21.8013,1.9588e-05,5.6241e-07,0.0025,-0.0,-0.0,59,0.9569,0.9968,0.801,0.9993,0.9913,0.9999,41.1245,0.2335,0.0,-0.0281,1.0,0.0453,54.110844,-27.915379,DES
1330533,1330533,10,0,0.36495,0.001,0.36444,0.001,0.36444,0.00169,0.0,300.0,0.01,0.365,0.001,53.947861,-27.633768,0.261,0.28,10.19,0.04,1.3,-999.0,57302.3047,0.5849,-1.0628,0.3398,-0.0097,0.0245,22.2945,0.0336,22.2447,2.1688e-05,6.7023e-07,0.0017,-0.0,-0.0,57,0.4594,0.9818,0.9812,1.0,1.0,1.0,41.568,0.1328,0.0,-0.0722,1.0,0.0083,53.947941,-27.633751,DES
1330559,1330559,10,0,0.68194,0.001,0.68131,0.001,0.68131,0.00196,0.0,300.0,0.01,0.6819,0.001,54.03083,-27.083225,0.056,0.09,10.73,0.08,1.55,-999.0,57291.207,0.8475,0.0129,0.8987,-0.248,0.0872,23.5684,0.105,23.9398,6.7084e-06,6.4863e-07,0.0277,-0.0,-0.0,52,0.2559,0.9955,0.1806,0.9998,0.9978,0.9997,43.263,0.2002,0.0,0.4226,0.413,0.0,54.030827,-27.08321,DES
1330642,1330642,10,1,0.63521,0.001,0.63391,0.001,0.63391,0.00192,0.0,300.0,0.02,0.6352,0.001,37.040527,-4.047121,0.255,0.3,9.32,0.03,0.32,-999.0,57317.6719,0.4565,1.1638,0.3271,-0.0645,0.0284,23.0365,0.0346,23.3452,1.095e-05,3.4897e-07,0.0027,-0.0,-0.0,37,0.8248,0.9959,0.99,1.0,0.7826,1.0,42.6684,0.1477,0.0,0.0609,1.0,0.0097,37.040554,-4.047055,DES
1330817,1330817,10,0,0.27144,0.001,0.27051,0.001,0.27051,0.00162,0.0,300.0,0.03,0.2714,0.001,41.109718,-1.448341,3.562,3.61,10.54,0.12,1.55,-999.0,57308.9609,0.2778,-1.1042,0.2438,-0.0274,0.0189,21.6172,0.0223,21.5907,4.0469e-05,8.3251e-07,0.001,-0.0,-0.0,45,0.5649,0.9993,0.9978,1.0,0.9999,1.0,40.9139,0.1117,0.0,-0.0468,1.0,0.0066,41.108952,-1.447716,DES
1330828,1330828,10,0,0.36807,0.001,0.36705,0.001,0.36705,0.00169,0.0,300.0,0.03,0.3681,0.001,40.827671,-0.145322,0.389,0.38,10.39,0.01,0.87,-999.0,57308.4648,0.4966,1.2909,0.3552,-0.0445,0.0214,21.8796,0.027,22.1829,3.178e-05,7.8916e-07,0.0017,-0.0,-0.0,48,0.5531,0.363,0.9386,0.9999,0.9977,1.0,41.5061,0.1213,0.0,0.0619,1.0,0.0054,40.827564,-0.145322,DES
1330903,1330903,10,1,0.56544,0.001,0.56429,0.001,0.56429,0.00186,0.0,300.0,0.03,0.5654,0.001,41.116756,-0.645161,1.766,2.41,10.38,0.03,1.39,-999.0,57307.1211,1.0215,0.4539,0.6557,-0.0602,0.0581,23.1049,0.0525,23.3618,1.0281e-05,4.9694e-07,0.0039,-0.0,-0.0,44,0.4594,0.9975,0.9525,1.0,0.9991,1.0,42.685,0.1452,0.0,0.0225,0.485,0.0,41.116287,-0.645018,DES
1330964,1330964,10,0,0.4514,0.001,0.45085,0.001,0.45085,0.00176,0.0,300.0,0.01,0.4514,0.001,53.912296,-27.410365999999996,1.583,1.32,10.82,0.04,1.4,-999.0,57312.6211,0.5691,-0.9586,0.5201,0.1004,0.0523,22.9309,0.0548,22.7174,1.2068e-05,6.0873e-07,0.0047,-0.0,-0.0,44,0.3488,0.9981,0.96,0.9984,0.9994,0.9972,42.0406,0.1775,0.0001,-0.2349,1.0,0.006,53.912453,-27.409948,DES
1330995,1330995,10,0,0.71965,0.001,0.71827,0.001,0.71827,0.00199,0.0,300.0,0.02,0.7196,0.001,35.646133,-6.961659,0.491,0.72,10.36,0.06,1.4,-999.0,57307.5234,1.6849,1.4904,0.9757,0.0088,0.0736,23.544,0.0629,23.9505,6.8611e-06,3.9724e-07,0.0148,-0.0,-0.0,48,0.3723,0.9569,0.982,0.9926,0.9954,0.994,43.2738,0.1279,0.0001,-0.1756,0.219,0.0,35.646164,-6.961792,DES
