CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
2001ah,48.0,63.0,1.0,0.05776,1e-05,0.05837,1e-05,0.05886,0.00088,-138.06,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.02,0.17,0.99,-999.0,52006.9609,0.577,1.5227,0.4264,-0.0367,0.0197,17.4172,0.04,17.8399,0.0019369,7.1276e-05,0.0012,-0.0,-0.0,24.0,0.8911,-9.0,-9.0,-9.0,-9.0,-9.0,37.1631,0.1344,0.0,-0.0444,1.0,0.0032,,,,,,,,,,,,,,,,,
2001ay,135.0,63.0,1.0,0.03025,1e-05,0.03093,1e-05,0.03085,0.00086,24.84,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.63,0.1,1.16,-999.0,52024.2031,0.3673,2.2595,0.2015,0.1729,0.0205,16.4234,0.0302,16.3732,0.0048379,0.00013473,0.0002,-0.0,-0.0,25.0,0.2511,-9.0,-9.0,-9.0,-9.0,-9.0,35.6964,0.1741,0.0,-0.1067,1.0,0.0201,,,,,,,,,,,,,,,,,
2001az,153.0,63.0,1.0,0.04069,9e-05,0.04059,9e-05,0.04101,0.00087,-120.83,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.52,0.08,1.31,-999.0,52031.8359,0.7532,1.0685,0.4271,-0.0522,0.0204,16.7311,0.0324,17.1236,0.0036437,0.00010859,0.0041,0.0,-0.0,19.0,0.9769,-9.0,-9.0,-9.0,-9.0,-9.0,36.4468,0.0979,0.0,-0.0392,1.0,0.0033,SN Ia,,2001az,248.62033195,76.02970274,0.040688,0.043598624467849734,9.546044832721655,-0.9286544586621368,-10.538910042942911,7.554069219422769,0.583208929632269,10.730523433487246,0.5684033615819531,-10.164398239058036,7.520494549915421,0.587446662966159
2001eh,49.0,63.0,1.0,0.03713,0.00016,0.03627,0.00016,0.03725,0.00088,-283.42,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.97,0.2,1.34,-999.0,52169.8945,0.3932,1.5684,0.174,-0.0172,0.0145,16.3921,0.0199,16.7646,0.0049791,9.1191e-05,-0.0001,0.0,-0.0,41.0,0.8053,-9.0,-9.0,-9.0,-9.0,-9.0,36.0879,0.1099,0.0,-0.0479,1.0,0.0052,,,,,,,,,,,,,,,,,
2002bf,110.0,63.0,1.0,0.02438,1e-05,0.02494,1e-05,0.02525,0.00085,-91.72,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.58,0.14,1.29,-999.0,52338.5508,0.8279,-2.3418,0.3537,-0.1144,0.0876,15.7745,0.1545,15.7884,0.008794,0.0012512,0.0216,-0.0003,-0.0001,9.0,0.9748,-9.0,-9.0,-9.0,-9.0,-9.0,35.1116,0.1442,0.0,-0.0152,1.0,0.0029,SN Ia,,2002bf,153.92606526,55.66748568,0.02437596,0.009624880123883486,9.997040422181335,-0.9256217784364048,-10.907365834550907,7.957052001275077,0.5841142549275055,10.786676974854176,0.14138462411634697,-10.667979569470086,8.483658764796806,0.5715159105188373
2002he,14.0,63.0,1.0,0.02441,8e-05,0.02469,8e-05,0.02519,0.00086,-146.36,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.15,0.37,1.62,-999.0,52586.0938,0.1231,-1.5875,0.2336,-0.022,0.0297,16.0251,0.0482,15.9267,0.0069819,0.00031003,0.0045,-0.0001,-0.0,28.0,0.9909,-9.0,-9.0,-9.0,-9.0,-9.0,35.2499,0.1249,0.0,-0.0695,1.0,0.005,,,,,,,,,,,,,,,,,
2002hu,133.0,63.0,1.0,0.0367,0.001,0.03591,0.001,0.03705,0.00132,-326.81,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.46,0.23,1.03,-999.0,52592.6602,0.1608,0.4639,0.1413,-0.0522,0.0151,16.4135,0.0192,16.7169,0.0048821,8.6496e-05,0.0008,-0.0,-0.0,39.0,0.9378,-9.0,-9.0,-9.0,-9.0,-9.0,36.0401,0.0973,0.0,-0.0471,1.0,0.0033,,,,,,,,,,,,,,,,,
2003U,195.0,63.0,1.0,0.0281,0.0,0.02794,0.0,0.02833,0.00086,-113.64,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.42,0.12,0.75,-999.0,52677.418,0.1913,-2.0367,0.4769,-0.013,0.0335,16.249,0.0458,16.0499,0.0056808,0.00023942,0.0089,-0.0001,-0.0,13.0,0.998,-9.0,-9.0,-9.0,-9.0,-9.0,35.3731,0.1363,0.0,-0.0694,1.0,0.0056,SN Ia,,2003U,260.68255972,62.16609039,0.02829885,0.025581450834870338,8.70800939253809,-1.6922034636400907,-10.417246730217101,6.88678440766132,0.5912368022227118,10.655982990259105,0.455873502185952,-10.195245403726693,7.776826323364778,0.5771712469571814
2003ch,93.0,63.0,1.0,0.02833,0.00012,0.02895,0.00012,0.02919,0.00087,-71.23,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.74,0.12,1.45,-999.0,52726.0469,0.3198,-1.2541,0.175,-0.0279,0.018,16.4464,0.025,16.4097,0.0047362,0.00010902,-0.0001,0.0,-0.0,19.0,0.1901,-9.0,-9.0,-9.0,-9.0,-9.0,35.733,0.1171,0.0,-0.0594,1.0,0.0046,SN Ia,,2003ch,109.48977772,9.68932273,0.02862,0.06044633015990257,9.096351761817438,-1.1635819381525978,-10.298475566398821,7.8659428745542535,0.5905410507160674,10.995614825468424,-0.9532727026837786,-11.951738341689158,10.454020908505292,0.5692915292830536
2003fa,136.0,63.0,1.0,0.04039,0.00012,0.04015,0.00012,0.04056,0.00088,-119.78,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.83,0.2,1.06,-999.0,52807.4727,0.0961,1.5622,0.1286,-0.0173,0.0153,16.4822,0.0202,16.8535,0.0045828,8.5128e-05,0.0008,-0.0,-0.0,63.0,0.9978,-9.0,-9.0,-9.0,-9.0,-9.0,36.1767,0.1037,0.0,-0.0472,1.0,0.005,,,,,,,,,,,,,,,,,
2003ic,111.0,63.0,1.0,0.05311,2e-05,0.05196,2e-05,0.05126,0.00088,198.53,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.58,0.15,1.6,-999.0,52906.2891,0.9537,-1.5812,0.2614,-0.0123,0.0279,17.3593,0.0571,17.2349,0.002043,0.0001075,-0.0003,0.0,-0.0,15.0,0.3858,-9.0,-9.0,-9.0,-9.0,-9.0,36.5582,0.1175,0.0,-0.073,1.0,0.0047,SN Ia,,2003ic,10.45678234,-9.29529502,0.050018,,9.538658326589111,-0.6176036049054408,-10.123061498887054,7.334700294850599,0.588146457849404,9.789609505292388,0.11759561887135409,-9.608735546300775,6.392108776850833,0.6395713061249815
2003it,29.0,63.0,1.0,0.02528,1e-05,0.02413,1e-05,0.0251,0.00085,-284.91,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.72,0.22,1.44,-999.0,52935.1641,0.555,-1.6026,0.2497,0.0622,0.0221,16.1412,0.028,15.799,0.0062736,0.00016157,0.0009,-0.0,-0.0,12.0,0.9252,-9.0,-9.0,-9.0,-9.0,-9.0,35.1222,0.1555,0.0,-0.0908,1.0,0.0121,SN Ia,,2003it,1.45160709,27.44938539,0.02506045,0.0606136491894722,9.015303231052599,-1.1965117715276965,-10.220686497684472,7.870994643631477,0.5773846945401286,10.785191951616813,-0.20261968406055442,-10.971749128218256,8.185525233457437,0.58018306197803
2003iv,69.0,63.0,1.0,0.03426,0.00016,0.03351,0.00016,0.03491,0.00088,-405.52,250.0,0.12,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.98,0.16,1.36,-999.0,52934.0391,0.4046,-2.0278,0.2832,-0.0545,0.0238,16.7843,0.0344,16.6978,0.0034694,0.00010998,0.0009,-0.0,-0.0,12.0,0.9987,-9.0,-9.0,-9.0,-9.0,-9.0,36.0211,0.1146,0.0,-0.0509,1.0,0.0033,,,,,,,,,,,,,,,,,
2004L,13.0,63.0,1.0,0.03229,1e-05,0.03344,1e-05,0.03373,0.00086,-83.47,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.45,0.1,0.93,-999.0,53028.6641,0.0231,-0.4404,0.1925,0.1431,0.0222,16.985,0.0459,16.579,0.0028841,0.00012192,0.0006,-0.0,-0.0,24.0,0.0409,-9.0,-9.0,-9.0,-9.0,-9.0,35.9022,0.17,0.0,-0.0923,1.0,0.018,SN Ia,,2004L,156.7664408,16.0179445,0.0322931,0.02736010856926441,9.81635800153375,-0.4263746993309915,-10.256883471323258,7.669748426157838,0.5809596086149752,10.586562212104756,0.22579449370255425,-10.364116878854402,7.483301619937518,0.5870699071177468
2004as,197.0,63.0,1.0,0.03139,1e-05,0.0325,1e-05,0.03296,0.00086,-136.07,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.68,0.21,-0.06,-999.0,53086.1523,0.1953,0.3248,0.1951,0.0487,0.0189,16.7045,0.0232,16.6157,0.0037342,7.9933e-05,0.0008,-0.0,-0.0,23.0,0.6824,-9.0,-9.0,-9.0,-9.0,-9.0,35.9389,0.158,0.0,-0.0296,1.0,0.0164,SN Ia,,2004as,171.3754,22.714,0.022082,0.013314572926610709,8.366211928629703,-1.8213101236316698,-10.194313078128925,6.580212329321922,0.5868532332134503,,,,,
2004ef,0.0,64.0,1.0,0.03101,2e-05,0.02978,2e-05,0.03012,0.00086,-99.55,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.82,0.17,1.06,-999.0,53264.7148,0.0486,-1.4005,0.0373,0.0738,0.0098,16.5993,0.013,16.256,0.004114,4.9282e-05,0.0,-0.0,-0.0,224.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,35.5792,0.1422,0.0,-0.0934,1.0,0.0132,SN Ia,,2004ef,340.54385948,19.9969434,0.030988,0.04736369989812374,9.222703316866134,-1.142086258466557,-10.36921739121696,7.884289152714538,0.5738302241278326,10.949362946858795,-0.09614224241865149,-11.008361250615602,8.004164833176926,0.5812202351785152
2004gc,123.0,5.0,1.0,0.03192,6e-05,0.03196,6e-05,0.03267,0.00086,-206.04,250.0,0.18,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.3,0.14,1.32,-999.0,53326.3633,0.2686,-0.707,0.0645,0.1075,0.0158,16.524,0.0404,16.1816,0.0044097,0.00016409,-0.0001,0.0,-0.0,86.0,0.7231,-9.0,-9.0,-9.0,-9.0,-9.0,35.5048,0.1501,0.0,-0.0876,1.0,0.0155,SNIa,,2004gc,80.45730522,6.67701077,0.03192,0.17722927808761596,9.726715764319994,-0.25108325782379076,-9.940622676761343,6.185361245368544,0.6161726518419205,10.559770598199389,0.524407097759491,-10.069667838542115,6.903003292393486,0.5941400381091929
2004gs,126.0,5.0,1.0,0.0274,1e-05,0.02829,1e-05,0.02857,0.00086,-79.75,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.61,0.13,1.47,-999.0,53356.2422,0.1097,-1.8871,0.0455,0.1535,0.0125,16.894,0.0133,16.2347,0.0031361,3.8363e-05,-0.0,-0.0,-0.0,121.0,0.3839,-9.0,-9.0,-9.0,-9.0,-9.0,35.5579,0.165,0.0,-0.1041,1.0,0.0191,SNIa,,2004gs,129.59937082,17.63132918,0.02739902,0.026546942442655562,8.888744565198301,-1.2569525427841375,-10.163051259125748,7.764420288593856,0.576513762347226,10.782865327610239,-1.030532003860552,-11.829613920035836,8.421304861934507,0.5725935327637066
2004gu,46.0,5.0,1.0,0.04558,2e-05,0.0467,2e-05,0.04664,0.00087,18.53,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.22,0.22,1.48,-999.0,53363.0703,0.1505,1.3944,0.0782,0.0757,0.0112,17.1573,0.0122,17.247,0.0024609,2.7738e-05,-0.0,-0.0,-0.0,123.0,0.9962,-9.0,-9.0,-9.0,-9.0,-9.0,36.5702,0.1267,0.0,-0.0828,1.0,0.0109,SNIa,,2004gu,191.60341854,11.94957175,0.04558673,0.022809111699461936,9.612627967173147,-1.3767437950395218,-11.055652970117608,8.402678675950737,0.5768441827529937,10.517279352423188,-0.5305713964331746,-11.059457270512212,8.441094181628783,0.569249276384234
2005M,77.0,64.0,1.0,0.02484,5e-05,0.02584,5e-05,0.02598,0.00086,-42.12,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.93,0.08,0.49,-999.0,53406.7539,0.0527,1.2017,0.0487,-0.0015,0.01,15.6523,0.0107,15.8521,0.0098418,9.718e-05,0.0,-0.0,-0.0,198.0,0.9991,-9.0,-9.0,-9.0,-9.0,-9.0,35.1753,0.1363,0.0,-0.0206,1.0,0.0103,Ia-91T,,2005M,144.3866145,23.20340426,0.02474,0.027004851177334786,8.275159506656662,-1.248474003619768,-9.512876479584264,6.951252218104133,0.5978984051476492,10.082028761594103,0.747540270810765,-9.334656212887765,6.446289495626484,0.6112976041930623
2005eq,55.0,64.0,1.0,0.02893,1e-05,0.02831,1e-05,0.02823,0.00086,23.08,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.62,0.08,1.03,-999.0,53655.0977,0.092,1.3615,0.0601,0.0013,0.0092,16.0295,0.0158,16.3199,0.0069534,0.00010092,0.0,-0.0,-0.0,180.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,35.6431,0.1175,0.0,-0.0568,1.0,0.0065,SNIa,,2005eq,47.20130258,-7.04057174,0.02890654,0.06403117224574088,8.577513366676838,-1.0847492389786113,-9.685172831237937,6.5644778556187315,0.5989008345032475,10.770748123703017,0.4557219298859905,-10.33122506676104,6.21217963059007,0.5980407829035108
2005eu,89.0,64.0,1.0,0.03449,0.005,0.03369,0.005,0.03516,0.00507,-427.55,250.0,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.15,0.03,0.72,-999.0,53660.6484,0.1275,1.1121,0.1059,-0.1,0.0212,16.2122,0.0344,16.6861,0.0058767,0.00018607,0.0001,-0.0,-0.0,91.0,0.3504,-9.0,-9.0,-9.0,-9.0,-9.0,36.0093,0.1232,0.0,-0.002,1.0,0.0046,Ia,,2005eu,36.93052372,28.17715549,0.034591,0.11307483196258544,9.370535839258359,-0.8876090623622851,-10.292606111105428,6.8170851797181395,0.5955677462058689,9.416698831453923,-0.6814690600723168,-10.104516066443086,6.692479022225029,0.5842414071105266
2005hc,76.0,64.0,1.0,0.04592,2e-05,0.04496,2e-05,0.04575,0.00087,-228.69,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.48,0.08,1.28,-999.0,53668.1484,0.1018,0.8642,0.0708,-0.037,0.0085,17.0626,0.0101,17.3853,0.0026852,2.4883e-05,0.0001,-0.0,-0.0,155.0,0.958,-9.0,-9.0,-9.0,-9.0,-9.0,36.7085,0.0902,0.0,-0.0495,1.0,0.0037,SN Ia,,2005hc,29.20206997,-0.21254736,0.04593413,0.028094949424266814,8.999850532379764,-1.3399713507490332,-10.340631404024547,6.9280894399392245,0.5843288411447134,10.871500142493634,-0.2665219338612166,-11.136610106014297,11.706804699886012,0.5620534943227699
2005hj,99.0,64.0,1.0,0.05739,1e-05,0.05631,1e-05,0.05708,0.00088,-217.88,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.49,0.15,1.1,-999.0,53674.7891,0.2406,1.6156,0.1253,-0.0119,0.0108,17.4747,0.0135,17.7828,0.001837,2.2841e-05,0.0002,-0.0,-0.0,85.0,0.5453,-9.0,-9.0,-9.0,-9.0,-9.0,37.1061,0.1095,0.0,-0.0299,1.0,0.0076,SN Ia,,2005hj,21.70187187,-1.23811768,0.05741858,0.033316558375954625,9.056511957428988,-0.9314242339363126,-9.998162311984748,6.502667608848285,0.5860361626675301,9.68900500150431,-0.7846959955199215,-10.472125481145648,7.489126881888181,0.5769462913205912
2005iq,141.0,64.0,1.0,0.03404,0.00012,0.03292,0.00012,0.03341,0.00087,-141.55,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.49,0.08,1.13,-999.0,53688.1797,0.0771,-1.0282,0.0628,-0.0984,0.0091,16.5153,0.0097,16.6983,0.004445,3.9846e-05,0.0001,-0.0,-0.0,136.0,0.9602,-9.0,-9.0,-9.0,-9.0,-9.0,36.0215,0.0943,0.0,-0.0228,1.0,0.003,SN Ia,,2005iq,359.63264396,-18.71392507,0.034044,0.018937071077525614,8.382589204033259,-1.3516877005873302,-9.69277503940183,5.579814337828195,0.6173221100807151,10.804430899407738,-0.14706652788417246,-10.95872437170341,8.770484980685147,0.573274475213458
2005ir,159.0,64.0,1.0,0.07603,1e-05,0.0749,1e-05,0.0752,0.0009,-83.86,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.08,0.1,0.78,-999.0,53685.2227,0.2475,1.1155,0.1624,-0.014,0.0114,18.1602,0.0126,18.4632,0.0009771,1.1341e-05,0.0003,-0.0,-0.0,77.0,0.1178,-9.0,-9.0,-9.0,-9.0,-9.0,37.7864,0.0776,0.0,-0.0611,1.0,0.002,Ia,,2005ir,19.1827933,0.79364988,0.07632896,0.026320318803191186,9.639965428243716,-1.1073646624048006,-10.752637301008761,7.058507192444317,0.582317147474917,10.293317327914743,0.7569203194950691,-9.534115518782489,7.767458304735365,0.579449639736021
2005ku,124.0,5.0,1.0,0.04525,1e-05,0.04397,1e-05,0.04439,0.00087,-120.6,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.93,0.13,0.8,-999.0,53699.5117,0.3001,-0.0773,0.1768,0.0733,0.0146,17.3078,0.0183,17.0916,0.0021423,3.6206e-05,0.0003,0.0,-0.0,25.0,0.0271,-9.0,-9.0,-9.0,-9.0,-9.0,36.4148,0.1588,0.0,-0.0435,1.0,0.0188,Ia,,2005ku,344.92774179,-0.01351692,0.04541563,0.04625106647610664,9.76615912790394,-0.05371110743475587,-9.832625902968953,6.755427791150488,0.5976310571231472,10.022883213448559,0.204302274174187,-9.810868917133314,6.361643602201606,0.5954565261614829
2005lz,11.0,64.0,1.0,0.04624,0.00014,0.04541,0.00014,0.04643,0.00088,-292.46,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.04,0.26,1.47,-999.0,53736.3945,0.1737,-1.2436,0.1532,0.0473,0.0182,17.3675,0.0266,17.1291,0.0020277,4.9654e-05,0.0002,-0.0,-0.0,44.0,0.8987,-9.0,-9.0,-9.0,-9.0,-9.0,36.4523,0.1238,0.0,-0.0905,1.0,0.0088,SN Ia,,2005lz,32.70243848,34.98458885,0.044341,0.07721077680587768,8.644003492478069,-1.4613116551646643,-10.116384623459822,7.087023035219344,0.6012590033796966,11.030379207145831,0.09653015438193967,-10.95986218549591,8.360827921770497,0.566094944985564
2005ms,148.0,64.0,1.0,0.02522,1e-05,0.02595,1e-05,0.02669,0.00086,-217.49,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.33,0.1,0.75,-999.0,53744.0508,0.1078,0.5321,0.1044,-0.0361,0.0154,15.8881,0.02,16.1596,0.0079206,0.00014612,0.0004,-0.0,-0.0,39.0,0.9885,-9.0,-9.0,-9.0,-9.0,-9.0,35.4828,0.1124,0.0,-0.0546,1.0,0.004,,,,,,,,,,,,,,,,,
2005na,100.0,64.0,1.0,0.02665,8e-05,0.02717,8e-05,0.02748,0.00086,-88.88,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.11,0.26,1.47,-999.0,53741.4062,0.132,-0.3651,0.0552,-0.0624,0.01,15.7401,0.017,15.9407,0.009077,0.00014198,0.0,-0.0,-0.0,142.0,0.0211,-9.0,-9.0,-9.0,-9.0,-9.0,35.2639,0.1039,0.0,-0.0458,1.0,0.0034,SN Ia,,2005na,105.40314145,14.13523638,0.026322,0.06684642240405082,9.86978917538331,-0.1934459950242469,-10.08171294613793,7.122202994266574,0.5935139657486925,11.217612318862528,-0.38410796064374403,-11.613129888090599,9.004338097275202,0.5741407288029273
2006S,27.0,64.0,1.0,0.03224,1e-05,0.0331,1e-05,0.03393,0.00086,-240.12,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.45,0.1,0.99,-999.0,53770.4648,0.122,1.0013,0.0829,0.0357,0.0132,16.575,0.0149,16.7156,0.0042071,5.7871e-05,0.0001,-0.0,-0.0,80.0,0.9999,-9.0,-9.0,-9.0,-9.0,-9.0,36.0388,0.1258,0.0,-0.0721,1.0,0.0092,,,,,,,,,,,,,,,,,
2006al,67.0,64.0,1.0,0.0678,2e-05,0.06908,2e-05,0.06886,0.00089,60.41,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.05,0.12,1.38,-999.0,53787.4727,0.6478,-1.3643,0.2823,-0.0918,0.0253,18.1432,0.0484,18.264,0.00099249,4.4209e-05,0.002,-0.0,-0.0,28.0,0.8574,-9.0,-9.0,-9.0,-9.0,-9.0,37.5872,0.1065,0.0,-0.0354,1.0,0.002,SN Ia,,2006al,159.86889251,5.18365744,0.06780233,0.022060867957770826,8.902131413041099,-1.6096332445056463,-10.521523250359275,7.232953967091976,0.58795863787638,10.409064384878786,-2.9058278883388313,-13.429120958206191,12.158999350392293,0.5544199026614379
2006az,129.0,64.0,1.0,0.03103,1e-05,0.03158,1e-05,0.03201,0.00086,-124.25,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.15,0.09,1.62,-999.0,53826.8867,0.1166,-1.3312,0.058,-0.0634,0.0132,16.2217,0.0152,16.2687,0.0058252,8.1788e-05,0.0001,-0.0,-0.0,115.0,0.9808,-9.0,-9.0,-9.0,-9.0,-9.0,35.5919,0.0999,0.0,-0.0448,1.0,0.0033,,,,,,,,,,,,,,,,,
2006cf,174.0,64.0,1.0,0.04146,1e-05,0.04223,1e-05,0.04268,0.00087,-129.54,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.81,0.1,0.93,-999.0,53874.207,0.6571,-0.2387,0.2848,-0.1019,0.0261,16.7891,0.0425,17.1092,0.0034544,0.00013536,0.0014,-0.0,-0.0,10.0,0.0747,-9.0,-9.0,-9.0,-9.0,-9.0,36.4324,0.1039,0.0,-0.022,1.0,0.0027,,,,,,,,,,,,,,,,,
2006cq,152.0,64.0,1.0,0.04844,2e-05,0.04928,2e-05,0.04944,0.00088,-44.67,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.16,0.34,1.36,-999.0,53890.4375,0.5474,1.0172,0.4248,0.0192,0.0184,17.3388,0.0209,17.526,0.0020821,4.0098e-05,0.0035,-0.0,-0.0,16.0,0.8387,-9.0,-9.0,-9.0,-9.0,-9.0,36.8492,0.1207,0.0,-0.0647,1.0,0.0065,SN Ia,,2006cq,201.10599938,30.95932294,0.04840884,0.012966279685497283,8.92392004256513,-0.9566724895774724,-9.907277060873419,6.157081534623922,0.6037592398505744,11.190173222714744,0.1333444683298242,-11.036309452190974,9.958952051997933,0.5693323145371926
2006en,66.0,64.0,1.0,0.03198,1e-05,0.03081,1e-05,0.03162,0.00086,-236.15,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.91,0.15,1.05,-999.0,53972.2695,0.4164,0.1057,0.125,0.0475,0.0169,16.5291,0.0317,16.4939,0.004389,0.00012826,-0.0003,0.0,-0.0,41.0,0.4833,-9.0,-9.0,-9.0,-9.0,-9.0,35.8171,0.1326,0.0,-0.0771,1.0,0.0104,SN Ia,,2006en,347.51963529,30.22430607,0.03200333,0.05530117228627205,9.846545465843167,0.09979631820924571,-9.8350766638127,7.093104377641637,0.60632113751196,11.569741933961279,1.8738365113463915,-9.708039925363913,9.058223880450246,0.5755118487221016
2006ev,78.0,64.0,1.0,0.02873,1e-05,0.02759,1e-05,0.0281,0.00086,-149.12,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.8,0.16,1.47,-999.0,53989.7461,0.2906,-1.3466,0.0872,0.0724,0.016,16.7667,0.0321,16.4372,0.0035262,0.00010414,0.0,0.0,-0.0,73.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,35.7604,0.1454,0.0,-0.094,1.0,0.0132,SNIa,,2006ev,322.7401301,13.98614664,0.028733,0.077718795388937,9.154449810608924,-1.1274006987799918,-10.307139302868562,7.4466534543207965,0.5866029747234723,11.140230947959818,-0.11030741049736684,-11.229702053409332,8.335138504810674,0.5804302124734648
2006gr,91.0,64.0,1.0,0.03467,1e-05,0.03352,1e-05,0.03428,0.00086,-220.64,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.72,0.09,1.22,-999.0,54013.3555,0.0896,0.9424,0.086,0.0722,0.0133,16.7305,0.0203,16.7565,0.0036459,6.8127e-05,0.0001,-0.0,-0.0,71.0,0.9604,-9.0,-9.0,-9.0,-9.0,-9.0,36.0797,0.1398,0.0,-0.0808,1.0,0.0129,Ia,,2006gr,338.10193966,30.83558974,0.03466766,0.0733363862335682,8.003830720464878,-1.4725845864898721,-9.460664339930231,5.831541302398895,0.6072996803543905,10.944254085318086,0.6047140999993789,-10.339713096620706,8.19117175080862,0.5772048188180294
2006lu,6.0,5.0,1.0,0.0534,9e-05,0.05449,9e-05,0.05346,0.00088,291.11,250.0,0.1,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.25,0.09,0.97,-999.0,54036.3984,0.3974,0.3094,0.0965,-0.0921,0.0152,17.264,0.0321,17.6449,0.0022304,6.5904e-05,-0.0002,0.0,-0.0,52.0,0.9814,-9.0,-9.0,-9.0,-9.0,-9.0,36.9681,0.0844,0.0,-0.0252,1.0,0.0025,SN Ia,,2006lu,138.82201457,-25.60018936,0.054458,0.09929186522960663,8.93616605672761,-0.8306661107842807,-9.812482800591209,5.950606882419272,0.6068689798710123,10.487998494767737,0.39242883077597085,-10.09812885144714,7.362071738851097,0.5808788737781282
