CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
Gaia16agf,10.0,150.0,1.0,0.02507,2e-05,0.02553,2e-05,0.02509,0.00086,130.45,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.18,0.06,0.84,-999.0,57456.1836,0.1419,1.2793,0.1257,0.055,0.019,15.97,0.0249,16.001,0.0073452,0.00016814,0.0,-0.0,-0.0,21.0,0.11,-9.0,-9.0,-9.0,-9.0,-9.0,35.3242,0.1528,0.0,-0.0153,1.0,0.0127,SNIa,,Gaia16agf,98.5343542,-25.18939576,,0.05705373868346214,,,,,,9.200017790258975,-1.4237409479739471,-10.580636334906485,7.1074438620978295,0.5809137987095994
Gaia16aki,27.0,150.0,1.0,0.07363,1e-05,0.07398,1e-05,0.07393,0.0009,15.3,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.88,0.2,0.58,-999.0,57490.8086,0.6262,0.8518,0.2297,-0.0644,0.0245,18.0329,0.0343,18.3744,0.0010986,3.466e-05,-0.0001,-0.0,-0.0,32.0,0.0752,-9.0,-9.0,-9.0,-9.0,-9.0,37.6976,0.0913,0.0,-0.0224,0.937,0.0,SN Ia,,Gaia16aki,239.79325312,14.64154665,0.07363164,0.036794654726982116,8.839066086047133,-0.9426864123771828,-9.767458725426179,5.2222691173871905,0.6240754706332287,10.07903850596694,-0.07285392229213787,-10.15290073450127,6.279763021161781,0.5897358030298678
Gaia16bba,45.0,150.0,1.0,0.03046,9e-05,0.02934,9e-05,0.0299,0.00086,-161.22,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.45,0.4,0.74,-999.0,57625.8164,0.7652,0.3842,0.2031,-0.0422,0.0254,16.0131,0.0503,16.2181,0.007059,0.00032727,-0.0011,0.0,-0.0,8.0,0.9135,-9.0,-9.0,-9.0,-9.0,-9.0,35.5414,0.1113,0.0,-0.0304,1.0,0.0027,SN Ia,,Gaia16bba,15.39902701,17.10114466,,0.040009095296263696,8.33921404187194,-1.0917304921796473,-9.428089541810007,7.2009837151431775,0.5915316704829308,8.703084525953056,-0.311570370765967,-8.982475909348365,7.781768623303174,0.596541329996131
MASTERJ0134,99.0,150.0,1.0,0.04485,4e-05,0.04391,4e-05,0.04369,0.00087,60.65,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.52,0.07,0.92,-999.0,57664.7539,0.6715,0.7454,0.2073,-0.0734,0.0279,16.7451,0.0533,17.0916,0.0035972,0.00017653,0.0,0.0,-0.0,14.0,0.9242,-9.0,-9.0,-9.0,-9.0,-9.0,36.4148,0.0994,0.0,-0.0167,1.0,0.0019,SN Ia,,MASTERJ0134,23.56195028,-17.81044477,,0.017595090828835962,8.12287035285254,-1.2386051261970894,-9.307541297889603,5.44896040757577,0.6182163212623092,9.693270024588188,0.0462744288525688,-9.66674841370167,6.218898345300115,0.6026507225604099
PS15ahs,169.0,150.0,1.0,0.02551,4e-05,0.02522,4e-05,0.02534,0.00086,-36.77,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.76,0.07,0.71,-999.0,57156.7461,0.1078,0.2117,0.1035,-0.077,0.0179,15.716,0.0219,15.9872,0.0092809,0.00018763,-0.0001,-0.0,-0.0,34.0,0.7744,-9.0,-9.0,-9.0,-9.0,-9.0,35.3104,0.1097,0.0,-0.0157,1.0,0.0021,SN Ia,,PS15ahs,269.87414955,43.39196971,0.028329,0.030991840735077856,8.575645003175598,-0.8295233713499189,-9.374108362158008,5.373005835346174,0.6283910278622254,9.997193343917433,0.4464766897056797,-9.570965570023864,6.891636676263392,0.6006143527667043
PS15aii,11.0,150.0,1.0,0.04655,1e-05,0.04768,1e-05,0.04777,0.00087,-26.35,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.55,0.07,0.78,-999.0,57159.5,0.1364,0.368,0.1282,-0.0486,0.019,17.1317,0.0234,17.4108,0.0025196,5.4234e-05,0.0002,-0.0,-0.0,24.0,0.1196,-9.0,-9.0,-9.0,-9.0,-9.0,36.734,0.0821,0.0,-0.0497,0.952,0.0,SN Ia,,PS15aii,191.19004556,9.75729577,0.04654896,0.02240276411175728,8.778664610205759,-1.1208966957698014,-10.003454918436146,5.183139529792969,0.6207838419446238,10.594944509975004,0.9341304847259709,-9.706281862128634,5.712750379901596,0.6167371326081399
PS15asb,28.0,150.0,1.0,0.04863,0.00033,0.04952,0.00033,0.04989,0.00094,-107.07,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.1,0.01,2.29,-999.0,57194.3555,0.4799,-1.201,0.2454,-0.0102,0.0246,17.4169,0.0336,17.3438,0.0019374,6.0019e-05,0.0012,-0.0,-0.0,15.0,0.203,-9.0,-9.0,-9.0,-9.0,-9.0,36.667,0.097,0.0,-0.0696,1.0,0.0022,,,,,,,,,,,,,,,,,
PS15atx,46.0,150.0,1.0,0.07188,0.00027,0.07301,0.00027,0.07252,0.00093,136.36,250.0,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.51,0.16,1.08,-999.0,57192.5898,0.8614,-1.3058,0.6227,-0.148,0.0479,18.1855,0.0621,18.4513,0.00095452,5.4558e-05,0.0096,-0.0,-0.0,13.0,0.0454,-9.0,-9.0,-9.0,-9.0,-9.0,37.7745,0.1128,0.0,0.0044,0.697,0.0,SN Ia,,PS15atx,195.82791949,-23.0657671,0.051987,0.10585818722844123,9.998275578452702,-0.9909149055332542,-10.96774778637264,8.3750840424112,0.566748971562222,10.76612552416792,-0.27597593324440495,-11.042091329463734,9.04430159666381,0.5685618439873504
PS15bdr,82.0,150.0,1.0,0.07096,1e-05,0.07094,1e-05,0.07116,0.00089,-60.54,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.55,0.09,1.66,-999.0,57215.75,0.2501,-1.9646,0.2316,-0.0376,0.0367,18.3267,0.0487,18.2175,0.00083816,3.7589e-05,0.0026,-0.0,-0.0,24.0,0.8214,-9.0,-9.0,-9.0,-9.0,-9.0,37.5408,0.0855,0.0,-0.0709,0.819,0.0,SN Ia,,PS15bdr,253.70562286,36.72754005,0.07095917,0.013743172958493232,8.691819466815218,-1.2791042971938837,-10.000663610651488,7.096145021666692,0.5957966314778784,10.87318300806827,-1.3561151148091768,-12.198512706447639,11.759927159991117,0.562564567004248
PS15bif,100.0,150.0,1.0,0.07937,0.00027,0.07855,0.00027,0.07845,0.00094,27.75,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.74,0.12,1.34,-999.0,57234.0234,0.276,0.4122,0.3285,-0.0053,0.0282,18.2246,0.0382,18.3405,0.00092083,3.2381e-05,0.0046,-0.0,-0.0,20.0,0.101,-9.0,-9.0,-9.0,-9.0,-9.0,37.6637,0.0977,0.0,-0.052,1.0,0.0032,SN Ia,,PS15bif,305.07384549,-23.7439712,,0.06089865475893021,9.385042287646797,-1.629526982765662,-11.006813100779844,7.671436790697752,0.5754909123594153,10.030277388254788,-0.6360545843042059,-10.65166995280021,8.482558588732363,0.5685839315455297
PS15bjg,117.0,150.0,1.0,0.06889,1e-05,0.06758,1e-05,0.06786,0.00089,-77.8,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.05,0.08,1.55,-999.0,57239.0625,0.2458,-1.0917,0.2594,-0.0921,0.0332,18.0392,0.0481,18.2002,0.0010922,4.8359e-05,0.002,-0.0,-0.0,22.0,0.1116,-9.0,-9.0,-9.0,-9.0,-9.0,37.5234,0.0828,0.0,-0.0307,0.76,0.0,SN Ia,,PS15bjg,343.79176528,-0.4093784,0.06886108,0.07920618742704391,9.16780482112691,-0.8738833821277346,-10.058809842830247,6.634725991396476,0.595737259165082,11.210790226095058,-1.4967265121385813,-12.70983843222754,7.600670772903328,0.5811630158778489
PS15brr,134.0,150.0,1.0,0.0518,9e-05,0.05063,9e-05,0.05049,0.00088,40.27,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.82,0.03,0.95,-999.0,57259.8008,0.721,0.7552,0.2752,-0.0622,0.0273,17.0235,0.0474,17.3436,0.0027835,0.0001215,0.0004,0.0,-0.0,11.0,0.1714,-9.0,-9.0,-9.0,-9.0,-9.0,36.6668,0.0962,0.0,-0.0235,1.0,0.0017,,,,,,,,,,,,,,,,,
PS15bsq,152.0,150.0,1.0,0.0343,2e-05,0.03309,2e-05,0.03371,0.00086,-179.38,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.91,0.1,1.52,-999.0,57262.8047,0.1526,0.6608,0.1481,-0.0642,0.0201,16.2701,0.0254,16.6351,0.0055712,0.00013042,0.0005,-0.0,-0.0,14.0,0.8828,-9.0,-9.0,-9.0,-9.0,-9.0,35.9584,0.0934,0.0,-0.0397,1.0,0.0008,SNIa,,PS15bsq,355.46928974,-8.64815591,0.03430422,0.029405894950032235,7.8245289742727335,-1.3724989946633164,-9.185742656657894,6.189179872981313,0.6466451088696068,11.28399432742011,0.538880752456947,-10.755847467800095,8.932519255240585,0.5704615424126043
PS15bwh,170.0,150.0,1.0,0.07267,0.00043,0.07149,0.00043,0.07158,0.00099,-27.12,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.54,0.06,2.29,-999.0,57278.8789,0.2372,1.0348,0.2423,-0.1102,0.0265,17.6647,0.0342,18.15,0.0015422,4.8546e-05,0.0007,-0.0,-0.0,18.0,0.7042,-9.0,-9.0,-9.0,-9.0,-9.0,37.4732,0.0855,0.0,0.006,0.881,0.0,,,,,,,,,,,,,,,,,
PS15bzz,12.0,150.0,1.0,0.08024,1e-05,0.07901,1e-05,0.07931,0.0009,-83.73,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.53,0.1,1.38,-999.0,57284.4961,0.6148,-0.8444,0.2388,-0.0094,0.028,18.3441,0.0385,18.325,0.0008248,2.9278e-05,-0.0011,0.0,-0.0,21.0,0.3635,-9.0,-9.0,-9.0,-9.0,-9.0,37.6482,0.093,0.0,-0.0687,0.955,0.0,SNIa,,PS15bzz,9.42393183,1.76335476,,0.01724257905036211,8.186394877207546,-1.079236158174453,-9.259246507060483,4.830549834282738,0.6417884834742463,9.067641680700348,0.08575691087501225,-8.970879959908462,4.2304411900208,0.658319736173236
PS15cms,65.0,150.0,1.0,0.06479,3e-05,0.06603,3e-05,0.06627,0.00089,-69.58,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.67,0.09,1.08,-999.0,57326.543,0.2466,1.0692,0.1663,0.0223,0.0284,17.8535,0.0415,18.0507,0.001296,4.9539e-05,0.0001,-0.0,-0.0,24.0,0.9625,-9.0,-9.0,-9.0,-9.0,-9.0,37.3739,0.1045,0.0,-0.0758,1.0,0.003,SN Ia,,PS15cms,149.64746659,0.7427704,0.06482466,0.022440473847091198,9.16346029548639,-1.0059739612499017,-10.13329209768625,5.844987309551397,0.6065581532958388,10.59261431924978,1.2322386327443906,-9.366438309444469,5.103463333726025,0.6284986322515093
PS15cwx,101.0,150.0,1.0,0.03007,0.00011,0.03007,0.00011,0.03086,0.00087,-232.02,250.0,0.15,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.19,0.13,1.54,-999.0,57348.6211,0.0261,-1.4476,0.1089,-0.064,0.025,16.195,0.0439,16.224,0.0059702,0.00024151,-0.0004,-0.0,-0.0,23.0,0.9982,-9.0,-9.0,-9.0,-9.0,-9.0,35.5472,0.1034,0.0,-0.0436,1.0,0.0008,,,,,,,,,,,,,,,,,
PS15cze,118.0,150.0,1.0,0.03937,2e-05,0.03891,2e-05,0.04035,0.00087,-414.19,250.0,0.18,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.73,0.3,1.33,-999.0,57364.4375,0.1713,-1.7548,0.2381,0.1204,0.0278,17.6202,0.0489,17.0667,0.0016066,7.2406e-05,0.0009,-0.0,-0.0,21.0,0.0017,-9.0,-9.0,-9.0,-9.0,-9.0,36.3899,0.147,0.0,-0.0853,1.0,0.0122,SN Ia,,PS15cze,56.8474264,0.87546275,0.0393708,0.18559115439653395,9.531454835959483,-1.0504587334978355,-10.599246361746959,7.821079733544602,0.5789996582156934,10.781786301513003,-0.3713928949824167,-11.156668980025689,9.583271730186304,0.5679220968117874
PS15mt,135.0,150.0,1.0,0.07085,9e-05,0.07193,9e-05,0.07193,0.0009,-2.23,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.21,0.21,0.62,-999.0,57106.0078,0.411,1.4642,0.3776,-0.1036,0.0276,17.877,0.0357,18.4089,0.0012682,4.1674e-05,0.0027,-0.0,-0.0,14.0,0.7522,-9.0,-9.0,-9.0,-9.0,-9.0,37.7321,0.1017,0.0,0.0078,0.889,0.0,SN Ia,,PS15mt,148.68448384,23.19771161,,0.021173736862838268,8.522933508077257,-1.4125680660174758,-9.953634447794734,3.9407696747476635,0.6492076788396196,9.534005455060747,0.15906883252993737,-9.355989803825922,7.564789867746022,0.5876652902128057
PS16aer,153.0,150.0,1.0,0.05547,1e-05,0.05668,1e-05,0.05693,0.00088,-71.05,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.76,0.17,0.9,-999.0,57434.1172,0.157,-0.0396,0.2105,0.0342,0.0226,17.834,0.0289,17.8248,0.0013195,3.5137e-05,0.0015,-0.0,-0.0,25.0,0.3542,-9.0,-9.0,-9.0,-9.0,-9.0,37.148,0.1039,0.0,-0.0851,1.0,0.0046,SN Ia,,PS16aer,163.74524114,14.27163685,0.055466,0.02013816002756357,9.130722908315756,-1.4174135676410113,-10.572109280771725,7.2873677833967,0.5793267695797794,10.938379912467834,0.7020236763777908,-10.258490308858756,7.20071206857338,0.5930941803050904
PS16axi,171.0,150.0,1.0,0.0393,1e-05,0.04056,1e-05,0.04089,0.00087,-93.28,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.53,0.16,1.23,-999.0,57461.2773,0.0155,-0.6738,0.1894,-0.015,0.0244,16.9108,0.0331,16.9342,0.0030881,9.428e-05,0.001,-0.0,-0.0,18.0,0.4198,-9.0,-9.0,-9.0,-9.0,-9.0,36.2574,0.1016,0.0,-0.0664,1.0,0.0024,SN Ia,,PS16axi,162.03125558,0.16712286,0.03935543,0.03385830283164978,8.443612433700352,-1.6893866047583566,-10.16690163972819,6.937119575550402,0.5880993962670015,10.620755175011007,0.794260956936461,-9.833288223055058,8.798823740964739,0.5735661085406263
PS16ayd,13.0,150.0,1.0,0.05399,1e-05,0.05485,1e-05,0.05469,0.00088,45.73,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.82,0.23,1.2,-999.0,57461.1875,0.42,1.0047,0.2204,-0.13,0.0221,17.1542,0.0287,17.7359,0.0024679,6.5226e-05,0.0012,-0.0,-0.0,22.0,0.5753,-9.0,-9.0,-9.0,-9.0,-9.0,37.0591,0.0739,0.0,0.004,0.821,0.0,,,,,,,,,,,,,,,,,
PS16bby,30.0,150.0,1.0,0.05342,8e-05,0.0543,8e-05,0.05468,0.00088,-108.88,250.0,0.1,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.56,0.08,1.03,-999.0,57467.3594,0.2785,-1.1653,0.2746,0.0057,0.0288,17.6706,0.0407,17.5599,0.0015338,5.7476e-05,0.0029,-0.0,-0.0,15.0,0.7686,-9.0,-9.0,-9.0,-9.0,-9.0,36.8831,0.1034,0.0,-0.0757,1.0,0.0029,SNIa,,PS16bby,215.07074297,-22.18858443,0.053427,0.09915970414876937,7.28244200479988,-1.0651435650208674,-8.216763989909008,2.7091026517384322,0.7007483748542931,10.784439325172709,0.5466249599095765,-10.229505923727439,8.086645592322654,0.5816082187421971
PS16bnz,48.0,150.0,1.0,0.0627,0.00021,0.06398,0.00021,0.06446,0.00091,-135.38,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.41,0.34,1.45,-999.0,57487.6562,0.2552,-1.0652,0.2404,-0.1068,0.028,17.6863,0.0345,17.8375,0.0015118,4.8101e-05,0.0019,-0.0,-0.0,17.0,0.7625,-9.0,-9.0,-9.0,-9.0,-9.0,37.1607,0.0905,0.0,-0.0082,0.946,0.0,SN Ia,,PS16bnz,155.15181297,-2.46518566,,,8.383453178463533,-1.2192535920006689,-9.637784274798038,6.331377931329561,0.6081247952102777,10.196806304857255,-0.7780927891947542,-10.979195054542608,7.531734821435355,0.575951671726033
PS16cqa,84.0,150.0,1.0,0.04386,1e-05,0.04433,1e-05,0.04521,0.00087,-252.76,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.71,0.14,1.59,-999.0,57545.3398,0.6765,-2.8264,0.4044,0.18,0.0424,18.241,0.069,17.3374,0.000907,5.7605e-05,0.0016,0.0,-0.0,14.0,0.0066,-9.0,-9.0,-9.0,-9.0,-9.0,36.6606,0.194,0.0,-0.0934,1.0,0.0153,,,,,,,,,,,,,,,,,
PS16cvc,102.0,150.0,1.0,0.02954,9e-05,0.02844,9e-05,0.02915,0.00086,-206.27,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.95,0.14,0.51,-999.0,57564.5938,0.2924,1.2016,0.1321,-0.0934,0.0193,16.0454,0.0312,16.5178,0.0068523,0.00019717,-0.0002,-0.0,-0.0,32.0,0.0487,-9.0,-9.0,-9.0,-9.0,-9.0,35.841,0.1031,0.0,-0.0065,1.0,0.0018,SN Ia,,PS16cvc,318.09586397,14.77870003,,0.08232514664530755,8.198300597459596,-1.2166554498837574,-9.407753183407477,4.686786722909997,0.6395674232193391,9.869340382517802,-0.3861979106686314,-10.241714301303691,8.374488934655488,0.5644731902463973
PS16dnp,119.0,150.0,1.0,0.05127,3e-05,0.04998,3e-05,0.05023,0.00088,-70.97,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.23,0.87,0.47,-999.0,57598.4219,0.346,1.031,0.2844,-0.063,0.022,17.2989,0.0312,17.6617,0.0021599,6.2136e-05,0.0015,-0.0,-0.0,19.0,0.1412,-9.0,-9.0,-9.0,-9.0,-9.0,36.9849,0.0936,0.0,-0.0191,1.0,0.0017,SN Ia,,PS16dnp,344.91291038,2.14936885,,,8.217360179924945,-0.3274443350148624,-8.500519557771996,1.2423013433767063,0.7362788145411026,7.96314684700283,-1.057810103445333,-9.06631443776969,5.544216116553786,0.6583404143445118
PS16el,136.0,150.0,1.0,0.04781,1e-05,0.04896,1e-05,0.0494,0.00087,-126.33,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.21,0.13,1.04,-999.0,57395.1289,0.2265,-0.9979,0.1803,-0.0324,0.0246,17.3411,0.0309,17.3588,0.0020777,5.9055e-05,-0.0,-0.0,-0.0,17.0,0.6027,-9.0,-9.0,-9.0,-9.0,-9.0,36.682,0.0928,0.0,-0.0586,1.0,0.001,SN Ia,,PS16el,162.80216899,19.36341885,0.04780557,0.0333972480148077,9.429342482834288,-0.6476696072045022,-10.094624883015758,6.97631524511262,0.5895579253028237,10.3307674460854,0.34510541689034646,-9.985192592102294,7.752756283871038,0.577455795807715
PS16em,154.0,150.0,1.0,0.06982,0.00017,0.07113,0.00017,0.07083,0.00091,84.91,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.4,0.15,1.08,-999.0,57386.8828,0.8783,-0.9804,0.1931,0.165,0.0531,18.7629,0.0872,18.2199,0.00056086,4.5028e-05,-0.0023,0.0,-0.0,31.0,0.6864,-9.0,-9.0,-9.0,-9.0,-9.0,37.5431,0.151,0.0,-0.1106,1.0,0.0108,,,,,,,,,,,,,,,,,
PS16evk,172.0,150.0,1.0,0.05447,1e-05,0.0532,1e-05,0.05262,0.00088,165.11,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.14,0.12,1.38,-999.0,57695.3398,0.6438,1.3994,0.317,-0.0104,0.0265,17.4209,0.0408,17.7577,0.0019304,7.2518e-05,0.002,-0.0,-0.0,10.0,0.4242,-9.0,-9.0,-9.0,-9.0,-9.0,37.0809,0.107,0.0,-0.0605,1.0,0.0021,SN Ia,,PS16evk,338.34730569,-1.35746922,0.05447963,0.06130028963088989,8.176159266162417,-1.3087643025205042,-9.484568945854079,5.507272861490366,0.6643616377961439,10.559413139601231,-0.24138047527342202,-10.774902191381539,12.278866884040124,0.5585580084210953
PS16fa,14.0,150.0,1.0,0.04611,1e-05,0.04734,1e-05,0.0476,0.00087,-74.09,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.6,0.11,0.9,-999.0,57400.4727,0.2595,-0.6071,0.1202,0.0193,0.0183,17.4406,0.0217,17.3815,0.0018956,3.7963e-05,-0.0001,-0.0,-0.0,25.0,0.9235,-9.0,-9.0,-9.0,-9.0,-9.0,36.7047,0.101,0.0,-0.0799,1.0,0.0041,SN Ia,,PS16fa,154.82333166,4.76305472,0.04611007,0.021752394922077655,8.310333724762717,-1.5334447917004093,-9.867514996550357,6.194979743774409,0.6181524184910164,10.744459864095568,0.7504739367212325,-9.974170550195296,7.007929296428118,0.5874573667801285
PS16fbb,31.0,150.0,1.0,0.0525,0.0001,0.05139,0.0001,0.05106,0.00088,91.74,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.18,0.16,0.53,-999.0,57719.5898,0.198,0.4393,0.2181,-0.0502,0.0247,17.2858,0.0307,17.526,0.0021861,6.1713e-05,0.0008,-0.0,-0.0,21.0,0.1051,-9.0,-9.0,-9.0,-9.0,-9.0,36.8492,0.0987,0.0,-0.0318,1.0,0.0019,SN Ia,,PS16fbb,1.76199375,-20.69724833,,0.017611924931406973,8.618225974907908,-1.4086579431060982,-10.017388758639653,6.3200900763844015,0.6135423578445091,9.506736138284394,0.029769553992103816,-9.476874238232945,7.3349302318458385,0.5814206309906299
PS16n,49.0,150.0,1.0,0.05273,2e-05,0.05268,2e-05,0.05309,0.00088,-119.13,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.17,0.04,1.26,-999.0,57392.5977,0.2417,-0.0033,0.1769,-0.0524,0.026,17.4285,0.0368,17.6573,0.001917,6.4986e-05,0.0008,-0.0,-0.0,25.0,0.1057,-9.0,-9.0,-9.0,-9.0,-9.0,36.9805,0.0831,0.0,-0.0474,0.907,0.0,SN Ia,,PS16n,75.93266659,3.41184506,0.071041,0.06580777958035469,9.461101371369281,-1.3137275712748162,-10.781375325584948,7.33668220202819,0.584253396014631,10.596676654865007,0.5618904054831277,-10.054485829529584,6.949439047707975,0.5951070481492163
PS17akj,67.0,150.0,1.0,0.04681,1e-05,0.0478,1e-05,0.04777,0.00087,8.61,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.11,0.22,0.32,-999.0,57798.8125,0.3103,1.3809,0.2243,-0.0428,0.0229,16.9926,0.0297,17.3492,0.002864,7.8342e-05,0.0,-0.0,-0.0,10.0,0.1038,-9.0,-9.0,-9.0,-9.0,-9.0,36.6724,0.1043,0.0,-0.0197,1.0,0.0022,SN Ia,,PS17akj,207.45447981,-3.08013492,0.04680759,0.04427627839148045,8.733473993451751,-0.16536963624810563,-8.85969418784732,4.129293603796697,0.6469299772966672,9.294702540888853,0.19210104761007568,-9.109988276763081,5.93825263596419,0.6033771510713973
PS17bii,85.0,150.0,1.0,0.07339,2e-05,0.07467,2e-05,0.07446,0.0009,58.34,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.57,0.1,1.07,-999.0,57812.2031,0.3425,-0.8764,0.2564,-0.0179,0.0362,18.1403,0.0481,18.14,0.00099511,4.4096e-05,0.0009,-0.0,-0.0,15.0,0.2239,-9.0,-9.0,-9.0,-9.0,-9.0,37.4632,0.1058,0.0,-0.066,0.935,0.0,SN Ia,,PS17bii,171.40994968,7.33440985,0.07339104,0.06610331907868386,9.140484737536903,-0.27244586956122624,-9.401320424229082,6.40872195021072,0.6317293641702788,10.74133594866823,0.7718894621508946,-9.969859747511158,8.435371732587953,0.5794462238959528
PS17tn,103.0,150.0,1.0,0.0447,1e-05,0.04549,1e-05,0.0459,0.00087,-116.66,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.09,1.55,-999.0,57785.8125,0.1152,-0.5191,0.1279,0.0697,0.0205,17.3467,0.0261,17.1518,0.0020668,4.9678e-05,0.0005,-0.0,-0.0,34.0,0.7946,-9.0,-9.0,-9.0,-9.0,-9.0,36.475,0.1216,0.0,-0.0871,1.0,0.0084,SN Ia,,PS17tn,145.80507282,41.31630763,0.0447037,0.01451131358742714,8.884924741295807,-0.8109419379817078,-9.723286651790717,6.089589024195938,0.6187372265120623,10.540703031530045,-1.9774817547428873,-12.544268419791983,8.270248775578334,0.5735440407839623
PS17yt,120.0,150.0,1.0,0.06976,2e-05,0.07046,2e-05,0.07073,0.00089,-73.43,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.17,0.14,0.97,-999.0,57786.7734,0.1708,0.0374,0.2052,-0.121,0.0241,17.7919,0.0329,18.1962,0.0013717,4.1537e-05,0.0009,-0.0,-0.0,44.0,0.9493,-9.0,-9.0,-9.0,-9.0,-9.0,37.5194,0.0704,0.0,-0.0024,0.721,0.0,SNIa,,PS17yt,150.99527207,49.03872125,0.06976286,0.009248999394476414,7.317793125199819,-1.2696568030109157,-8.461361316296365,2.485069584966731,0.7255494031962921,10.409521198728537,0.2454383148819649,-10.151633714893997,8.64467339601001,0.5656297044264844
PSNJ0153424,155.0,150.0,1.0,0.02565,1e-05,0.02474,1e-05,0.02556,0.00085,-237.62,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.65,0.14,1.02,-999.0,57393.6289,0.1308,-0.3973,0.1042,0.1077,0.0196,16.2316,0.0257,15.9297,0.0057724,0.00013652,0.0003,-0.0,-0.0,21.0,0.7127,-9.0,-9.0,-9.0,-9.0,-9.0,35.2529,0.1471,0.0,-0.0791,1.0,0.0117,SN Ia,,PSNJ0153424,28.42606344,29.93325806,0.02562302,0.04659266948699951,9.244953918560604,-0.8749753132765472,-10.110112894260158,7.502906684225493,0.5795490235736599,10.792389531716992,1.0310055126889317,-9.78057420422907,7.773686987322343,0.5841318729219674
